OPC-N2 FirmwareVer=OPC-018.2..............................BD
OPC-N2 176880013                                            
Config info:
GSC,1.000
LaserDAC,183
FanDAC,255
ToFtoSFRfactor,74
BinNo,Bin0,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15
Boundary(upper),17,27,41,60,79,123,234,388,575,909,1294,1866,2475,3092,3685,4095
ParticleVolume(um3),0.051,0.151,0.401,0.894,1.646,3.209,8.530,22.449,47.713,99.541,199.532,381.703,696.910,1150.347,1767.146,2460.612
ParticleDensity(g/ml),1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650
SampleVolumeWeighting,4.500,3.000,2.000,0.500,0.300,0.250,0.250,0.250,0.350,0.450,0.500,0.800,1.000,1.000,1.000,1.000
DataRequestInterval(s),1.398
MaxDataArraysPerFile,61798
Data:
Bin0,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,MToFBin1(us/3),MToFBin3,MToFBin5,MToFBin7,SFR(ml/s),SamplingPeriod(s),PM1(ug/m3),PM2.5,PM10
11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,3.483,1.387,1.111,1.266,1.268
7,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,19,23,0,33,3.491,1.381,1.068,1.863,3.253
8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,25,0,0,3.491,1.387,0.656,1.087,1.439
9,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,3.464,1.388,1.151,1.531,1.550
8,4,3,1,1,1,0,0,0,1,0,0,0,0,0,0,17,43,31,0,3.521,1.388,1.659,2.739,14.373
6,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,22,27,0,0,3.506,1.387,1.337,1.757,1.770
6,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,21,0,23,29,3.507,1.387,0.983,1.939,3.705
15,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,24,25,0,33,3.484,1.387,1.718,2.372,3.752
12,3,0,0,1,2,3,0,0,0,0,0,0,0,0,0,22,0,24,0,3.478,1.387,1.374,2.924,4.098
11,5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,21,0,25,0,3.482,1.381,2.435,3.414,3.483
7,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,20,0,0,0,3.492,1.387,0.936,1.162,74.446
9,2,0,1,0,1,2,0,0,0,0,0,0,0,0,0,26,23,23,0,3.466,1.387,1.018,2.010,2.771
7,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,37,24,0,0,3.425,1.387,0.923,1.263,1.275
11,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,23,23,23,0,3.421,1.387,1.199,1.640,1.705
11,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,20,0,65,0,3.430,1.387,1.146,1.525,1.599
9,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,17,0,30,29,3.442,1.387,1.010,1.892,3.400
10,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,21,0,25,0,3.443,1.381,1.071,1.414,1.474
10,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0,0,0,3.455,1.387,1.619,2.301,14.081
9,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,3.459,1.387,1.540,1.990,2.009
8,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,21,24,35,0,3.461,1.387,1.154,1.887,2.014
14,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.461,1.387,1.067,1.793,6.707
8,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,21,0,0,0,3.462,1.388,1.056,1.638,1.991
9,3,2,0,0,1,0,1,0,0,0,0,0,0,0,0,22,0,25,39,3.457,1.387,1.403,2.250,3.696
10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,3.453,1.381,0.948,1.233,1.264
13,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,25,29,3.453,1.387,1.335,2.772,4.920
10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,3.434,1.387,1.339,1.627,1.631
12,3,2,3,1,1,0,0,0,0,0,0,0,0,0,0,26,28,23,0,3.401,1.387,1.834,2.751,2.844
6,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,25,0,31,0,3.362,1.387,1.473,2.022,2.085
12,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,25,0,35,0,3.348,1.387,1.386,1.860,129.998
8,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,19,23,69,0,3.363,1.387,0.957,1.311,1.375
7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,3.363,1.381,0.790,1.139,1.161
12,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,20,23,0,0,3.373,1.388,1.730,2.237,2.248
4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0,35,0,3.387,1.387,0.752,1.109,1.170
3,4,2,4,1,1,0,0,0,0,0,0,1,0,0,0,22,25,27,0,3.386,1.387,1.328,2.374,78.025
10,2,3,0,0,1,2,0,0,0,0,0,0,0,0,0,30,0,21,0,3.346,1.387,1.572,2.843,3.632
14,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,25,0,0,3.346,1.387,1.212,2.108,2.842
11,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,19,23,0,0,3.354,1.388,1.050,1.913,6.988
10,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,21,23,0,0,3.368,1.381,1.821,2.319,2.343
8,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,24,0,35,0,3.354,1.387,1.367,1.874,1.937
10,4,5,1,1,0,0,1,0,0,0,0,0,0,0,0,22,31,0,33,3.354,1.344,2.277,3.584,5.088
9,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,21,0,0,3.354,1.387,1.079,1.805,6.524
8,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,17,39,0,0,3.367,1.388,1.128,1.491,1.500
21,1,1,3,0,2,0,0,0,0,0,0,0,0,0,0,23,29,27,0,3.364,1.387,2.116,2.972,3.108
10,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,25,0,3.364,1.387,0.844,1.371,1.505
12,1,4,3,1,0,1,0,0,0,0,0,0,0,0,0,19,23,0,0,3.372,1.382,1.905,3.153,3.552
10,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,19,19,35,0,3.394,1.387,1.234,1.613,1.677
8,8,2,3,0,0,1,0,0,0,0,0,0,0,0,0,20,22,0,0,3.427,1.387,2.127,3.164,3.537
8,8,0,1,1,0,1,0,0,0,0,0,0,0,0,0,23,27,0,0,3.401,1.387,1.751,2.504,2.881
7,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,23,31,0,3.401,1.387,0.956,1.600,1.683
5,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,26,20,25,0,3.380,1.388,0.849,1.509,1.599
9,2,1,2,0,1,3,0,0,0,0,0,1,0,0,0,19,25,23,0,3.394,1.387,1.258,2.834,79.355
6,2,3,2,0,1,1,1,0,0,0,0,0,0,0,0,19,26,23,33,3.408,1.381,1.335,2.801,4.643
14,3,4,0,1,1,0,0,0,0,0,1,0,0,0,0,19,0,31,0,3.429,1.387,2.142,3.058,53.594
12,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,22,27,0,37,3.425,1.387,1.677,2.446,3.853
8,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,19,23,0,0,3.439,1.387,1.284,1.757,1.771
9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0,25,0,3.445,1.387,0.831,1.061,1.119
10,3,2,0,0,1,1,1,0,0,0,0,0,0,0,0,22,0,33,29,3.441,1.387,1.493,2.672,4.476
12,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,26,0,0,35,3.397,1.387,1.613,2.204,3.616
10,3,4,1,0,0,1,0,0,0,0,0,0,0,0,0,22,25,0,0,3.395,1.382,1.872,2.840,3.210
12,6,1,2,1,1,0,0,0,0,0,0,0,0,0,0,19,25,31,0,3.435,1.387,1.997,2.770,2.856
11,3,1,2,0,0,0,0,0,0,0,1,0,0,0,0,20,24,0,0,3.447,1.387,1.480,1.939,52.130
7,4,3,0,0,0,2,0,0,0,0,0,0,0,0,0,20,0,0,0,3.462,1.387,1.532,2.614,3.319
6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,3.488,1.387,0.990,1.180,1.182
13,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0,35,0,3.527,1.388,2.177,2.760,2.820
7,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,21,19,0,39,3.527,1.387,1.167,2.282,3.993
16,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0,21,0,3.532,1.382,1.645,2.099,2.160
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.532,1.387,1.186,1.220,1.220
7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0,35,0,3.543,1.388,0.660,0.879,0.935
13,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,21,0,27,0,3.543,1.387,1.292,2.063,2.478
6,4,1,1,1,2,0,2,0,0,0,0,0,0,0,0,23,25,27,31,3.520,1.387,1.222,2.703,5.558
12,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,21,0,0,3.520,1.387,1.326,1.989,23.727
12,2,6,0,0,0,0,0,0,0,0,1,0,0,0,0,22,0,0,0,3.515,1.388,2.077,2.858,52.058
11,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,31,21,0,0,3.488,1.382,1.484,2.273,2.632
12,2,2,2,1,2,1,0,1,0,0,0,0,0,0,0,15,26,29,0,3.521,1.387,1.622,3.258,8.230
13,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,27,23,29,0,3.489,1.387,1.617,2.507,2.920
9,2,2,4,1,1,0,1,0,0,0,0,0,0,0,0,20,30,27,31,3.496,1.387,1.482,2.788,4.253
11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.496,1.387,1.448,1.903,1.910
9,3,0,3,0,1,1,0,0,0,0,0,0,0,0,0,23,23,25,0,3.481,1.388,1.232,2.107,2.527
11,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,0,0,0,3.483,1.387,1.218,1.633,1.980
10,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,27,33,0,35,3.439,1.382,1.365,2.019,3.423
10,2,3,1,1,0,1,0,0,0,0,1,0,0,0,0,24,21,0,0,3.426,1.387,1.587,2.596,53.456
11,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,17,0,29,0,3.450,1.387,1.344,2.136,2.284
11,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,19,31,29,0,3.456,1.387,1.036,1.688,2.101
12,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,31,3.485,1.387,1.159,1.582,2.955
10,3,0,1,0,1,1,0,1,1,0,0,0,0,0,0,22,39,25,0,3.479,1.387,1.212,2.534,19.175
6,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,3.433,1.387,1.511,2.121,2.130
10,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,21,0,0,3.445,1.382,1.361,1.657,1.665
11,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,23,29,0,0,3.427,1.387,2.336,3.123,3.137
9,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,22,31,0,0,3.422,1.387,1.917,2.576,2.592
7,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,19,21,0,0,3.429,1.387,0.922,1.261,1.273
6,3,3,4,0,1,0,0,0,0,0,0,0,0,0,0,16,25,25,0,3.471,1.387,1.522,2.491,2.575
14,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,17,0,0,0,3.494,1.387,1.645,2.423,6.963
12,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33,0,3.494,1.387,1.073,1.390,1.449
8,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,27,26,0,0,3.478,1.383,1.302,1.857,1.873
7,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,21,23,0,0,3.479,1.387,1.181,1.960,2.319
10,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,19,0,0,0,3.485,1.387,1.036,1.558,6.092
14,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,27,0,33,3.485,1.387,1.258,1.841,3.221
11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,3.481,1.388,1.112,1.267,1.269
10,0,1,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,23,0,3.481,1.387,0.972,1.722,101.221
10,4,5,1,1,0,0,1,0,0,0,0,0,0,0,0,17,29,0,31,3.525,1.345,2.166,3.408,4.838
7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,3.525,1.382,0.725,0.941,0.947
6,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,25,23,23,0,3.514,1.388,1.153,1.879,1.951
9,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3.525,1.387,1.695,2.295,2.304
6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,25,0,0,3.497,1.387,0.781,1.018,1.024
12,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,17,24,0,0,3.509,1.387,1.358,2.229,2.606
5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,0,0,0,3.486,1.387,0.767,1.168,1.516
9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3.530,1.388,1.173,1.283,1.283
6,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.530,1.383,0.671,1.663,2.383
15,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,25,21,0,0,3.519,1.388,1.762,2.549,2.904
9,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,17,21,0,0,3.541,1.387,1.119,1.501,23.091
11,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,18,27,0,0,3.557,1.387,1.269,1.850,2.197
10,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,39,0,0,3.563,1.387,1.158,1.338,1.343
8,2,5,2,0,0,0,1,0,0,0,0,0,0,0,0,23,25,0,37,3.551,1.387,1.705,2.827,4.193
7,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,17,23,25,0,3.562,1.387,1.324,2.372,2.780
8,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,3.538,1.382,1.688,2.419,2.450
8,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,25,33,0,27,3.527,1.387,1.241,2.359,4.069
14,2,4,0,0,1,0,0,0,0,0,0,0,1,0,0,19,0,21,0,3.537,1.387,1.922,2.614,75.671
13,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,19,25,0,0,3.543,1.387,1.189,1.740,2.092
7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,23,0,33,0,3.537,1.387,0.816,1.142,1.200
7,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,25,0,0,3.537,1.387,0.727,1.515,13.363
12,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,16,28,0,0,3.590,1.388,2.225,3.047,3.065
15,1,1,0,1,0,2,1,0,0,0,0,0,0,0,0,15,0,0,29,3.606,1.382,1.412,2.649,4.671
14,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3.614,1.387,1.740,2.241,2.261
13,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,3.613,1.387,1.592,2.159,2.183
9,4,3,0,0,0,1,0,0,0,0,1,0,0,0,0,21,0,0,0,3.607,1.387,1.608,2.404,50.692
10,3,1,0,2,0,1,0,0,0,0,0,0,0,0,0,20,0,0,0,3.611,1.387,1.307,2.038,2.404
13,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,3.616,1.387,1.222,1.686,2.022
12,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,24,25,0,0,3.596,1.387,1.472,1.842,1.850
12,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,19,25,27,0,3.605,1.383,1.187,1.526,1.587
13,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,3.603,1.387,1.576,2.169,2.203
11,3,1,0,3,0,1,0,0,0,0,0,0,0,0,0,20,0,0,0,3.608,1.387,1.408,2.256,2.637
11,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,27,0,0,3.608,1.387,1.030,1.673,2.030
7,3,2,1,0,1,1,0,0,0,0,0,0,0,0,0,26,23,39,0,3.562,1.388,1.268,2.148,2.553
4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,22,29,0,0,3.556,1.387,0.900,1.257,1.266
4,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,22,0,0,0,3.549,1.387,1.014,1.703,2.049
16,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,3.537,1.383,1.469,1.665,1.680
12,2,5,0,0,2,0,0,0,0,0,0,0,0,0,0,20,0,27,0,3.542,1.387,1.942,2.909,3.030
9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,0,3.537,1.387,0.994,1.235,1.242
14,3,2,2,0,4,0,1,0,0,0,0,0,0,0,0,25,22,25,31,3.504,1.387,1.907,3.491,5.098
11,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,24,0,29,0,3.489,1.387,1.255,1.618,1.677
12,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,19,0,27,0,3.506,1.387,1.313,2.141,6.761
10,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,20,0,0,0,3.512,1.387,1.317,1.918,2.266
4,4,1,3,0,0,1,0,0,0,0,0,0,0,0,0,27,25,0,0,3.451,1.383,1.137,1.958,2.328
12,1,3,2,0,3,0,0,0,0,0,0,1,0,0,0,25,23,33,0,3.442,1.387,1.669,2.823,77.341
12,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,18,24,0,0,3.477,1.387,1.856,2.497,2.526
7,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,17,27,23,0,3.489,1.387,0.755,1.510,1.934
12,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,21,0,0,29,3.490,1.387,1.477,2.437,4.159
8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,25,21,0,0,3.480,1.387,0.935,1.178,1.185
15,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,18,23,23,0,3.497,1.387,1.600,2.063,2.127
9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3.551,1.383,1.296,1.428,1.429
7,2,1,3,0,2,1,0,1,0,1,0,0,0,0,0,20,21,29,0,3.555,1.388,1.105,2.703,29.101
11,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,21,22,0,0,3.553,1.387,1.896,2.628,2.658
9,3,3,2,0,1,1,0,0,0,0,0,0,0,0,0,19,23,21,0,3.568,1.387,1.613,2.694,3.104
10,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,21,23,15,0,3.567,1.387,1.049,1.387,1.448
8,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,23,21,0,0,3.560,1.387,1.380,2.250,2.602
11,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,31,19,0,0,3.532,1.387,2.224,3.217,3.236
5,1,5,1,0,0,1,0,1,0,0,1,0,0,0,0,17,25,0,0,3.543,1.383,1.324,2.731,56.527
12,4,2,1,0,1,3,0,0,1,0,0,0,0,0,0,24,19,19,0,3.510,1.387,1.802,3.627,16.316
7,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,17,0,0,0,3.521,1.387,0.992,1.679,2.042
10,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,23,45,27,0,3.506,1.345,1.392,1.881,1.947
7,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,25,29,0,3.506,1.387,1.210,1.933,2.002
11,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,21,29,0,0,3.507,1.388,1.589,2.107,2.131
11,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,19,43,0,0,3.518,1.387,1.430,2.065,13.636
10,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,19,22,0,0,3.534,1.383,1.422,1.896,1.913
12,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,21,26,0,0,3.534,1.387,2.056,2.970,3.007
14,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,20,22,27,0,3.539,1.387,1.555,2.103,2.171
10,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,3.538,1.387,1.573,1.906,1.913
7,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,22,21,0,0,3.529,1.387,1.255,1.645,1.653
9,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,15,25,25,33,3.545,1.387,0.885,1.661,3.087
14,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0,19,21,35,0,3.556,1.387,1.654,2.575,7.083
21,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,15,19,0,0,3.572,1.383,2.030,2.715,3.063
5,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,20,0,0,0,3.587,1.387,1.519,2.126,2.466
12,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,18,21,0,0,3.602,1.387,1.477,2.157,2.502
11,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,19,0,27,35,3.610,1.387,1.214,1.903,3.286
10,1,2,2,2,0,1,0,0,0,1,0,0,0,0,0,17,26,0,0,3.620,1.387,1.302,2.388,23.872
11,5,3,2,0,0,1,0,0,0,0,0,0,0,0,0,21,24,0,0,3.613,1.387,1.968,2.906,3.256
11,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,18,21,23,0,3.634,1.387,1.571,2.224,2.292
10,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,3.649,1.383,1.244,1.774,2.122
10,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,19,21,0,27,3.653,1.387,0.887,1.353,2.668
6,0,3,3,1,0,3,0,0,0,0,0,0,0,0,0,0,19,0,0,3.653,1.387,1.064,2.688,3.716
9,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,3.653,1.388,1.185,1.692,1.707
10,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,17,29,0,0,3.662,1.388,1.085,1.792,12.929
17,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,20,21,0,0,3.665,1.387,1.943,2.346,2.357
12,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,3.622,1.387,1.510,1.728,1.730
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.622,1.383,0.290,0.298,0.298
14,4,5,1,0,1,1,0,0,0,1,0,0,0,0,0,20,21,25,0,3.627,1.388,2.323,3.653,25.110
15,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,19,0,0,0,3.639,1.387,2.197,3.166,7.517
3,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,20,0,0,0,3.642,1.387,0.889,1.477,1.813
1,1,4,1,2,1,1,0,0,0,0,0,0,0,0,0,29,23,25,0,3.616,1.387,0.923,2.171,2.602
6,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,21,25,0,3.616,1.387,0.950,1.544,1.609
7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,3.609,1.388,1.277,1.507,1.509
