OPC-N3 Iss1.1 FirmwareVer=1.17............................BS
OPC-N3 177470302                                            
Config info:
LaserDAC,156
FanDAC,255
ToFtoSFRfactor,58
PVP(us/48),48
BinNo,Bin0,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23
BoundaryADC,14,40,80,120,145,215,340,590,846,1363,2029,2848,4119,5527,7076,8624,10204,11815,13457,15897,18305,20698,22966,25140,27158
Boundary_um,0.350,0.460,0.660,1.000,1.300,1.700,2.300,3.000,4.000,5.200,6.500,8.000,10.000,12.000,14.000,16.000,18.000,20.000,22.000,25.000,28.000,31.000,34.000,37.000,40.000
BinWeighting,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
DataRequestInterval(s),1.398
MaxDataArraysPerFile,61798
Data:
Bin0,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23,MToFBin1(us/3),MToFBin3,MToFBin5,MToFBin7,SamplingPeriod(s),SFR(ml/s),Temp(C),RH(%),PM_1.000(ug/m^3),PM_2.500(ug/m^3),PM_10.000(ug/m^3),#RjtGlitch,#RjtLong,#RjtRatio,#RjtRange,#FanRevs,LaserStatus
22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0.680,4.700,26.733,28.368,0.311,0.321,0.321,2,0,9,2,0,610
7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0.680,4.760,26.746,28.442,0.247,0.309,0.310,0,0,14,3,0,610
9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0.680,4.740,26.733,28.397,0.181,0.214,0.214,1,0,10,0,0,610
16,5,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0.680,4.680,26.762,28.400,0.531,1.851,26.897,2,0,18,4,0,610
13,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0.680,4.740,26.762,28.429,0.363,0.431,0.431,0,0,19,1,0,610
12,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0.680,4.780,26.746,28.459,0.553,1.062,1.116,0,0,14,1,0,610
13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0.680,4.780,26.778,28.461,0.187,0.192,0.192,1,0,13,0,0,610
14,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,29,37,0,0.680,4.700,26.762,28.383,0.415,2.622,4.563,0,0,10,2,0,610
8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0.680,4.720,26.805,28.374,0.110,0.113,0.113,0,0,21,1,0,610
16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,33,0,0,0.680,4.730,26.778,28.432,0.281,0.431,0.438,1,0,20,2,0,610
15,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.730,26.791,28.415,0.281,1.260,13.889,2,0,15,1,0,610
15,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,30,0,0.680,4.640,26.805,28.386,0.491,3.832,6.211,1,0,19,1,0,610
12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0.680,4.640,26.791,28.372,0.280,0.343,0.344,3,0,17,1,0,610
16,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,39,0,0.680,4.650,26.791,28.401,0.399,1.658,2.078,1,0,17,2,0,610
16,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,29,0,0.680,4.670,26.778,28.372,0.335,1.559,1.977,2,0,11,2,0,610
20,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,33,0,0.680,4.710,26.805,28.342,0.661,3.220,4.300,0,0,18,0,0,610
26,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,26,36,0,0.680,4.740,26.805,28.342,0.575,2.743,3.518,2,0,6,1,0,610
17,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,0,0,0.680,4.770,26.831,28.314,0.472,0.707,0.714,3,0,11,1,0,610
16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0.680,4.770,26.805,28.296,0.220,1.032,1.387,1,0,21,1,0,610
18,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,27,0,0,0.680,4.690,26.818,28.282,0.477,1.051,1.112,1,0,8,0,0,610
18,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,36,0,0.680,4.730,26.831,28.299,0.552,1.826,2.239,0,0,13,2,0,610
13,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0.680,4.720,26.818,28.328,0.334,0.757,0.812,0,0,17,2,0,610
12,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0.680,4.690,26.831,28.314,0.325,0.751,0.807,0,0,17,4,0,610
24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,32,0,0,0.680,4.680,26.818,28.313,0.370,0.522,0.529,1,0,17,1,0,610
13,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0.680,4.630,26.831,28.282,0.277,1.560,3.157,0,0,15,1,0,610
13,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,29,0,0,0.680,4.650,26.831,28.223,0.343,0.642,0.656,1,0,17,4,0,610
15,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,24,0,0,0.680,4.660,26.874,28.255,0.400,0.610,0.618,0,0,16,1,0,610
13,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,30,0,0,0.680,4.670,26.874,28.255,0.451,1.902,3.493,1,0,10,1,0,610
11,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,39,0.680,4.650,26.847,28.299,0.442,2.237,7.377,0,0,14,2,0,610
12,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,37,0,0.680,4.660,26.847,28.209,0.444,1.731,2.150,0,0,10,2,0,610
13,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,47,0,0.680,4.680,26.847,28.226,0.467,1.413,1.776,1,0,10,0,0,610
9,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0.680,4.690,26.874,28.255,0.183,1.143,13.880,1,0,12,1,0,610
11,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,30,41,0,0.680,4.680,26.874,28.227,0.339,3.069,16.563,1,0,15,1,0,610
15,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0.680,4.680,26.861,28.209,0.419,1.107,1.176,0,0,17,1,0,610
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.680,26.874,28.166,0.106,0.107,0.107,0,0,22,2,0,610
17,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,28,0,0,0.680,4.660,26.903,28.168,0.546,0.816,0.823,0,0,7,1,0,610
16,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,31,0,0,0.680,4.680,26.903,28.198,0.384,2.705,17.055,3,0,15,2,0,610
18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0.680,4.660,26.887,28.166,0.271,0.280,0.280,1,0,10,1,0,610
10,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,29,0,0,0.680,4.330,26.874,28.149,0.509,1.137,1.204,0,0,13,2,0,610
15,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,33,0,0,0.680,4.340,26.874,28.180,0.519,1.168,1.236,2,0,17,3,0,610
11,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0.680,4.390,26.887,28.166,0.292,2.961,6.329,1,0,15,1,0,609
16,5,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,37,0.680,4.380,26.903,28.136,0.501,2.739,8.254,1,0,18,1,0,610
16,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,32,0,0.680,4.390,26.903,28.213,0.450,2.776,16.828,1,0,11,1,0,610
16,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0.680,4.440,26.861,28.134,0.519,1.032,1.091,4,0,15,3,0,610
20,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0.680,4.530,26.903,28.125,0.493,0.594,0.595,1,0,15,0,0,610
15,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,30,0,0,0.680,4.430,26.917,28.168,0.317,1.460,14.951,2,0,8,1,0,610
15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.430,26.917,28.139,0.234,0.267,0.267,2,0,20,0,0,610
9,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0.680,4.410,26.903,28.168,0.418,2.188,3.923,0,0,12,0,0,609
7,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,33,0,0.680,4.410,26.917,28.125,0.558,3.455,4.354,1,0,15,1,0,609
16,2,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,42,0.680,4.470,26.930,28.125,0.626,3.285,8.746,0,0,18,0,0,609
14,4,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0.680,4.500,26.930,28.125,0.460,2.570,63.704,1,0,10,4,0,610
14,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,26,29,0,0.670,4.530,26.930,28.125,0.513,1.981,2.425,1,0,6,1,0,609
12,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37,0,0.680,4.530,26.930,28.111,0.329,3.341,48.859,0,0,12,0,0,610
16,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,4.530,26.930,28.125,0.375,0.419,0.419,2,0,15,3,0,609
17,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,34,0,0.680,4.580,26.944,28.111,0.466,2.193,2.933,5,0,11,1,0,609
14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.580,26.960,28.097,0.215,0.247,0.248,0,0,15,1,0,609
14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.580,26.960,28.113,0.279,0.341,0.341,1,0,16,2,0,610
26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,4.580,26.944,28.094,0.417,0.431,0.431,0,0,19,1,0,609
16,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,33,0,0,0.680,4.560,26.944,28.094,0.446,0.664,0.671,0,0,12,3,0,610
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.560,26.973,28.052,0.164,0.166,0.166,1,0,12,1,0,609
15,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,39,0,0.680,4.580,26.960,28.065,0.298,1.150,1.520,1,0,6,0,0,609
10,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0.680,4.610,26.973,28.052,0.309,0.743,0.799,0,0,14,2,0,609
13,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0.680,4.700,26.960,28.081,0.463,0.588,0.589,2,0,12,1,0,609
16,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,44,0,0,0.680,4.620,26.960,28.081,0.373,0.923,0.986,0,0,13,1,0,609
8,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,31,0,0,0.680,4.630,26.973,27.992,0.290,0.590,0.604,1,0,9,4,0,609
11,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0.680,4.630,26.960,28.007,0.381,1.075,1.145,1,0,17,0,0,609
12,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,27,0,0,0.680,4.700,26.973,28.021,0.443,0.658,67.826,2,0,14,1,0,609
20,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0.680,4.700,26.973,28.052,0.349,2.489,15.613,3,0,12,2,0,609
13,6,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,0,36,0,0.680,4.780,26.973,28.052,0.456,2.115,63.171,2,0,14,5,0,609
14,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,37,0.680,4.780,26.973,28.035,0.293,2.647,20.096,2,0,13,0,0,609
13,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,35,0,0.680,4.810,27.000,27.994,0.345,2.441,15.265,0,0,7,1,0,609
26,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0.680,4.890,26.986,28.007,0.543,0.639,0.640,2,0,17,1,0,609
15,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,31,35,0,0.680,4.910,26.986,27.994,0.522,2.204,2.660,2,0,10,1,0,609
20,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,31,0,0.680,4.920,26.986,27.994,0.338,1.155,1.500,1,0,11,1,0,609
14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0.680,4.950,27.000,27.994,0.240,0.250,0.250,0,0,21,0,0,609
12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0.680,4.950,27.000,27.994,0.195,0.202,0.202,2,0,15,1,0,609
14,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,37,0,0,0.680,4.950,26.986,28.007,0.465,0.672,0.679,3,0,12,0,0,609
12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,32,0,0,0.680,4.970,27.029,28.026,0.228,0.369,0.376,0,0,14,1,0,609
18,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,32,0,0,0.680,4.970,27.029,27.980,0.346,0.516,0.523,0,0,13,3,0,609
11,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0.680,5.000,27.029,27.966,0.407,1.199,1.303,0,0,12,0,0,609
9,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,61,0,0,0.680,4.980,27.016,27.965,0.305,0.478,0.484,2,0,15,3,0,609
12,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,31,0,0,0.680,4.980,27.016,27.997,0.335,0.508,0.515,0,0,12,2,0,609
10,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0.680,4.950,27.016,27.965,0.292,0.355,0.355,0,0,11,2,0,609
7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,4.940,27.042,28.012,0.154,0.185,0.185,2,0,9,2,0,609
15,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0.680,4.940,27.029,27.966,0.339,0.744,0.796,2,0,14,3,0,609
18,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,38,0.680,4.940,27.042,27.951,0.391,4.853,23.622,0,0,10,1,0,609
19,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0.680,4.960,27.029,27.934,0.323,0.360,0.360,1,0,12,2,0,609
8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.960,27.042,27.951,0.139,0.167,0.167,0,0,10,0,0,609
20,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,47,34,0.680,4.920,27.029,27.905,0.535,3.016,8.218,2,0,10,2,0,609
11,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0.680,4.820,27.072,27.939,0.271,0.660,0.713,1,0,14,1,0,609
18,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0.680,4.850,27.056,27.907,0.517,1.337,1.443,1,0,13,3,0,608
16,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0.680,4.780,27.085,27.864,0.468,1.273,1.381,0,0,13,0,0,609
14,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0.680,4.840,27.042,27.937,0.425,0.521,0.521,1,0,13,2,0,609
10,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0.680,4.880,27.056,27.907,0.308,0.696,0.748,3,0,5,2,0,608
19,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0.680,4.880,27.056,27.893,0.365,2.105,14.694,0,0,17,1,0,608
16,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,40,0,0.680,4.850,27.056,27.878,0.368,1.179,1.528,0,0,13,0,0,609
20,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,33,0,0,0.680,4.860,27.042,27.937,0.455,1.007,1.067,0,0,14,0,0,609
12,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,4.850,27.056,27.893,0.565,2.258,3.836,1,0,22,4,0,608
17,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,28,0,0,0.680,4.740,27.056,27.907,0.645,1.300,1.362,0,0,13,3,0,608
17,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,33,0,0.680,4.750,27.072,27.939,0.401,1.633,2.044,2,0,10,2,0,609
14,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0.680,4.770,27.056,27.847,0.523,1.029,1.084,2,0,15,3,0,608
22,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0.680,4.830,27.072,27.907,0.500,2.139,3.724,0,0,15,4,0,609
8,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0.680,4.830,27.085,27.833,0.240,0.627,0.680,1,0,5,0,0,608
20,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,29,0,0,0.680,4.850,27.072,27.847,0.375,0.550,0.557,0,0,15,1,0,608
12,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,31,0,0.680,4.870,27.056,27.893,0.441,3.205,5.177,0,0,12,0,0,609
11,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,39,0,0.680,4.890,27.098,27.866,0.527,2.155,2.608,1,0,12,3,0,609
12,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,32,0,0.680,4.950,27.098,27.882,0.384,2.394,4.230,2,0,12,2,0,609
12,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,41,0,0.680,4.990,27.085,27.864,0.360,1.197,1.537,1,0,11,1,0,608
9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0.680,4.840,27.072,27.879,0.228,0.264,0.264,1,0,12,4,0,609
22,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0.680,4.880,27.072,27.864,0.369,0.430,0.430,0,0,11,2,0,608
8,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0.680,4.920,27.085,27.864,0.349,1.956,3.512,0,0,14,1,0,608
23,3,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,45,0,0.670,4.900,27.072,27.847,0.649,2.275,2.733,0,0,19,0,0,608
14,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,28,0,0,0.680,4.900,27.098,27.833,0.322,1.649,3.164,4,0,9,5,0,609
10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,30,0,0,0.680,4.900,27.112,27.820,0.270,0.441,0.448,1,0,14,0,0,608
17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0.680,4.970,27.112,27.837,0.294,0.306,0.306,2,0,14,2,0,608
11,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,33,0,0.680,5.010,27.098,27.804,0.266,1.938,14.199,0,0,8,6,0,609
13,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0.680,4.900,27.085,27.818,0.287,1.501,3.010,1,0,17,2,0,608
14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0.680,4.900,27.112,27.852,0.226,0.258,0.258,1,0,12,1,0,608
16,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,31,0,45,0.680,4.870,27.098,27.788,0.413,2.211,7.124,1,0,14,3,0,608
12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0.680,4.870,27.112,27.777,0.267,0.327,0.327,2,0,18,0,0,608
17,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0.680,4.930,27.098,27.820,0.464,2.898,5.899,2,0,10,6,0,609
21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0.680,4.930,27.112,27.788,0.263,1.049,1.393,0,0,10,0,0,608
17,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,37,0,0.680,4.930,27.085,27.788,0.372,2.706,4.601,0,0,10,2,0,608
8,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,35,0,0.680,4.830,27.112,27.788,0.266,2.295,4.177,1,0,13,0,0,609
13,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0.680,4.870,27.128,27.777,0.323,0.734,0.787,2,0,16,3,0,609
13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0.680,4.810,27.128,27.777,0.220,0.253,0.253,1,0,19,0,0,609
8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,39,0,0.680,4.840,27.141,27.779,0.245,1.076,1.427,0,0,18,1,0,608
8,7,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,33,0,0,0.680,4.890,27.128,27.731,0.561,1.496,1.608,0,0,13,4,0,608
16,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,37,0,36,0.680,4.970,27.141,27.733,0.317,1.686,6.448,0,0,15,2,0,609
10,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,33,36,0,0.680,4.950,27.112,27.788,0.414,2.490,3.233,0,0,16,3,0,609
11,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,36,0,0.680,4.970,27.154,27.779,0.410,1.278,1.619,0,0,12,0,0,609
14,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0.680,5.010,27.141,27.763,0.328,0.391,0.392,1,0,10,0,0,608
17,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,31,0,0.680,5.010,27.141,27.779,0.301,1.212,1.556,0,0,13,1,0,608
14,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,26,0,0,0.680,4.970,27.128,27.763,0.502,1.096,1.155,1,0,10,1,0,609
11,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,27,0,0,0.680,4.990,27.141,27.733,0.382,0.583,0.589,1,0,10,0,0,608
20,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,35,39,0,0.680,4.950,27.141,27.763,0.674,2.080,2.481,2,0,13,1,0,609
18,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,0,0,0.680,4.910,27.154,27.750,0.455,1.113,1.178,0,0,16,1,0,608
