OPC-N3 Iss1.1 FirmwareVer=1.17............................BS
OPC-N3 177470302                                            
Config info:
LaserDAC,156
FanDAC,255
ToFtoSFRfactor,58
PVP(us/48),48
BinNo,Bin0,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23
BoundaryADC,14,40,80,120,145,215,340,590,846,1363,2029,2848,4119,5527,7076,8624,10204,11815,13457,15897,18305,20698,22966,25140,27158
Boundary_um,0.350,0.460,0.660,1.000,1.300,1.700,2.300,3.000,4.000,5.200,6.500,8.000,10.000,12.000,14.000,16.000,18.000,20.000,22.000,25.000,28.000,31.000,34.000,37.000,40.000
BinWeighting,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
DataRequestInterval(s),1.398
MaxDataArraysPerFile,61798
Data:
Bin0,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23,MToFBin1(us/3),MToFBin3,MToFBin5,MToFBin7,SamplingPeriod(s),SFR(ml/s),Temp(C),RH(%),PM_1.000(ug/m^3),PM_2.500(ug/m^3),PM_10.000(ug/m^3),#RjtGlitch,#RjtLong,#RjtRatio,#RjtRange,#FanRevs,LaserStatus
16,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,28,41,0,0.680,4.090,25.694,30.186,0.573,2.146,2.631,0,0,20,4,0,607
10,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0.680,4.190,25.707,30.144,0.468,0.983,1.045,1,0,13,3,0,607
21,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,30,0,0,0.680,4.260,25.720,30.189,0.400,0.569,0.576,0,0,7,3,0,608
12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0.680,4.260,25.737,30.086,0.255,0.267,0.267,0,0,15,2,0,608
12,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,33,0,0.680,4.260,25.763,30.057,0.457,1.863,2.321,2,0,6,2,0,608
17,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,28,0,0,0.680,4.190,25.793,30.058,0.423,1.030,1.099,0,0,12,3,0,608
10,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0.680,4.200,25.793,29.999,0.393,1.275,1.398,0,0,9,1,0,607
19,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,40,0.680,4.200,25.819,29.971,0.462,2.012,7.641,1,0,16,2,0,608
12,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,4.230,25.819,29.910,0.326,0.370,0.370,2,0,10,2,0,608
18,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,34,0,0.680,4.210,25.849,29.884,0.331,1.256,1.658,0,0,6,2,0,607
14,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0.680,4.170,25.862,29.901,0.365,1.480,15.806,0,0,15,3,0,607
15,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,75,0,0,0.680,4.160,25.889,29.903,0.676,0.985,0.994,3,0,17,4,0,607
16,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,27,0,0,0.680,4.150,25.905,29.843,0.350,0.523,0.531,0,0,12,3,0,607
10,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,35,0,70,0.680,4.020,25.905,29.843,0.287,1.976,7.864,0,0,5,2,0,608
11,5,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0.680,4.080,25.918,29.784,0.597,5.374,10.874,1,0,12,1,0,608
18,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,4.110,25.945,29.800,0.544,1.068,1.131,0,0,10,2,0,607
16,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,28,0,0,0.680,4.140,25.961,29.773,0.586,1.399,1.477,0,0,16,2,0,608
11,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,30,0,0.680,4.160,25.988,29.697,0.415,1.824,2.294,1,0,12,1,0,608
22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0.680,4.120,25.974,29.710,0.366,0.405,0.406,1,0,9,1,0,608
21,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,45,0.680,4.150,25.988,29.669,0.381,1.886,7.582,1,0,11,0,0,608
13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0.680,4.140,26.017,29.655,0.186,0.190,0.190,1,0,7,2,0,610
12,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,30,0,0,0.680,4.160,25.988,29.562,0.788,2.208,2.354,0,0,15,1,0,610
16,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,28,0,0,0.680,4.180,26.030,29.596,0.621,1.328,1.398,2,0,17,1,0,610
19,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0.680,4.170,26.044,29.550,0.439,1.934,16.320,0,0,19,2,0,610
16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0.680,4.200,26.070,29.553,0.357,0.427,0.428,2,0,14,3,0,609
15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0.680,4.260,26.070,29.509,0.348,0.364,0.364,0,0,22,1,0,610
14,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,34,0,0,0.680,4.300,26.100,29.541,0.440,0.643,0.650,0,0,16,2,0,609
16,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0.680,4.320,26.113,29.466,0.576,3.223,5.113,1,0,10,0,0,609
13,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,33,0,0,0.680,4.330,26.113,29.466,0.396,0.720,0.735,1,0,16,4,0,609
18,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,40,0,0.680,4.340,26.113,29.481,0.478,1.830,2.280,0,0,14,0,0,609
17,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,41,0,0.680,4.380,26.158,29.427,0.396,1.704,2.150,1,0,13,1,0,609
13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0.680,4.360,26.142,29.425,0.243,0.279,0.279,2,0,13,0,0,609
22,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0.680,4.430,26.158,29.411,0.457,0.910,0.968,0,0,14,0,0,609
12,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0.680,4.430,26.158,29.379,0.323,1.258,1.641,0,0,18,4,0,610
18,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,31,0,0,0.680,4.450,26.158,29.333,0.452,0.673,0.681,2,0,15,3,0,610
13,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0.680,4.340,26.185,29.352,0.430,0.922,0.982,1,0,10,1,0,610
11,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,32,0,0,0.680,4.360,26.214,29.321,0.427,0.630,0.637,4,0,9,2,0,610
21,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0.680,4.520,26.214,29.321,0.550,0.629,0.630,0,0,7,2,0,610
14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.520,26.241,29.280,0.305,0.743,0.800,2,0,21,2,0,609
10,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0.680,4.500,26.228,29.265,0.339,2.066,3.767,0,0,11,1,0,609
8,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0.680,4.360,26.271,29.266,0.422,2.238,3.994,0,0,13,1,0,609
9,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0.680,4.400,26.241,29.219,0.307,2.072,3.811,2,0,11,3,0,609
9,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0.680,4.450,26.284,29.207,0.397,0.473,0.474,2,0,16,2,0,609
18,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0.670,4.400,26.271,29.253,0.302,0.542,44.130,0,0,13,1,0,609
12,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,49,0,0,0.680,4.270,26.284,29.193,0.403,1.930,3.669,2,0,12,3,0,609
13,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,38,0,0,0.680,4.270,26.313,29.150,0.722,1.848,1.977,1,0,15,1,0,609
16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.270,26.284,29.118,0.254,0.289,0.289,2,0,15,1,0,609
18,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0.680,4.310,26.313,29.120,0.423,0.888,0.948,4,0,11,2,0,608
5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,37,0,0.680,4.310,26.327,29.105,0.203,1.998,2.784,0,0,10,2,0,608
17,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0.680,4.300,26.353,29.138,0.345,0.779,0.839,1,0,15,2,0,608
12,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,39,0.680,4.320,26.353,29.079,0.262,1.706,7.178,0,0,13,1,0,608
12,3,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,32,0,47,0.680,4.300,26.369,29.082,0.388,2.539,35.182,3,0,13,4,0,607
18,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,26,0,0,0.680,4.320,26.383,29.036,0.557,1.209,1.276,2,0,11,1,0,608
11,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,31,0,0,0.680,4.350,26.369,29.050,0.395,1.921,3.628,2,0,13,1,0,608
15,3,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,48,70,0.680,4.330,26.396,29.051,0.588,4.163,10.191,0,0,15,1,0,607
14,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,32,31,0,0.680,4.320,26.383,29.004,0.563,1.816,2.223,4,0,12,3,0,607
11,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29,0,31,0,0.680,4.290,26.383,29.050,0.329,1.243,75.218,2,0,11,1,0,607
19,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,34,0,0,0.680,4.260,26.409,29.022,0.468,1.068,1.136,2,0,12,3,0,607
14,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,33,0,0,0.680,4.310,26.396,29.005,0.314,0.480,0.488,0,0,11,1,0,607
10,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,27,0,0.680,4.330,26.423,28.932,0.320,1.642,2.093,2,0,9,0,0,607
17,4,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0.680,4.330,26.423,28.976,0.557,2.389,4.157,0,0,14,2,0,607
13,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0.680,4.320,26.423,28.949,0.365,0.828,0.887,2,0,15,1,0,607
8,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,34,29,0,0.680,4.360,26.452,28.905,0.518,1.637,2.033,0,0,19,1,0,608
8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0.680,4.360,26.452,28.873,0.237,0.664,0.723,0,0,9,1,0,608
10,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0.680,4.390,26.452,28.950,0.462,0.595,0.596,1,0,15,0,0,608
14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0.680,4.380,26.452,28.918,0.243,0.252,0.252,1,0,18,1,0,608
12,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0.680,4.450,26.466,28.921,0.347,0.418,0.418,1,0,14,2,0,609
27,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0.680,4.540,26.479,28.876,0.495,0.540,0.541,1,0,10,2,0,609
18,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,37,0,0.680,4.580,26.495,28.831,0.544,1.857,2.283,0,0,11,4,0,609
14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0.680,4.580,26.508,28.894,0.305,0.487,0.495,3,0,17,1,0,610
14,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,4.580,26.495,28.831,0.349,0.392,0.393,1,0,15,2,0,609
24,5,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0.680,4.610,26.535,28.790,0.751,2.535,4.196,1,0,10,3,0,610
17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.610,26.508,28.772,0.309,0.371,0.372,1,0,17,1,0,610
12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,4.610,26.522,28.804,0.209,0.217,0.217,1,0,18,6,0,610
10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,4.610,26.535,28.821,0.251,0.288,0.289,0,0,7,1,0,609
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.610,26.551,28.822,0.129,0.131,0.131,1,0,10,1,0,609
10,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,30,0,0,0.680,4.650,26.535,28.743,0.426,0.643,0.650,1,0,13,0,0,609
13,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0.680,4.620,26.551,28.807,0.278,0.681,0.737,1,0,15,0,0,609
17,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,0,0,0,0.680,4.620,26.551,28.807,0.437,0.875,53.336,1,0,15,1,0,609
19,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,32,0,0,0.680,4.650,26.551,28.761,0.460,0.765,0.778,1,0,12,0,0,609
10,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,4.650,26.564,28.731,0.347,0.441,0.442,2,0,17,1,0,609
10,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,32,0,0,0.680,4.620,26.578,28.763,0.477,1.065,1.128,2,0,14,1,0,609
12,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.620,26.578,28.731,0.340,1.739,14.725,2,0,16,2,0,608
16,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,37,0,0.680,4.630,26.607,28.722,0.458,1.479,1.852,2,0,6,1,0,608
11,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,32,0,0.680,4.620,26.607,28.674,0.410,2.589,4.557,1,0,12,0,0,609
13,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,36,0,0.680,4.570,26.591,28.703,0.378,1.289,1.660,0,0,22,2,0,609
19,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0.680,4.570,26.620,28.722,0.361,0.544,0.551,0,0,11,2,0,609
21,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0.680,4.530,26.607,28.674,0.426,0.843,0.899,2,0,13,3,0,609
15,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0.680,4.520,26.620,28.630,0.408,0.879,0.936,1,0,15,2,0,608
17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0.680,4.540,26.607,28.661,0.277,0.312,0.312,0,0,16,1,0,608
9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,34,0,0,0.680,4.540,26.647,28.630,0.216,0.371,0.378,0,0,13,2,0,609
17,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0.680,4.520,26.647,28.587,0.544,1.423,1.537,0,0,8,2,0,608
15,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,37,0.680,4.520,26.634,28.603,0.321,1.730,6.960,0,0,9,3,0,608
21,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.520,26.647,28.603,0.405,2.181,15.511,2,0,10,3,0,608
12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0.680,4.490,26.647,28.574,0.160,0.679,26.669,2,0,15,0,0,609
19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,4.500,26.647,28.647,0.265,0.272,0.272,1,0,11,4,0,609
17,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,31,0,0.680,4.500,26.647,28.587,0.487,1.939,2.380,1,0,11,2,0,608
18,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,27,32,0,0.680,4.560,26.676,28.606,0.455,1.860,2.295,0,0,15,1,0,609
14,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,50,0,36,0.680,4.610,26.676,28.543,0.357,1.860,6.994,0,0,18,0,0,609
11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.610,26.690,28.529,0.182,0.213,0.213,0,0,9,0,0,609
22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0.680,4.650,26.690,28.592,0.288,0.296,0.296,1,0,17,2,0,609
15,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,51,0.680,4.620,26.690,28.546,0.300,2.018,7.190,0,0,14,1,0,609
15,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,31,0,0,0.680,4.650,26.690,28.546,0.427,0.756,0.770,0,0,9,1,0,609
15,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0.670,4.530,26.690,28.529,0.352,0.420,0.421,0,0,16,1,0,609
12,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,28,0,36,0.680,4.540,26.703,28.487,0.249,3.274,55.317,1,0,18,1,0,609
14,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,35,0,0,0.680,4.570,26.703,28.456,0.333,0.518,58.991,1,0,12,2,0,609
11,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30,40,0,0.680,4.530,26.719,28.532,0.376,1.391,1.772,0,0,10,1,0,610
11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0.680,4.570,26.719,28.500,0.264,0.302,0.302,0,0,9,4,0,610
11,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,29,0,0,0.680,4.610,26.719,28.488,0.476,0.957,0.978,1,0,11,3,0,610
10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0.680,4.660,26.733,28.459,0.159,0.165,0.165,0,0,13,1,0,609
15,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0.680,4.660,26.719,28.441,0.436,0.673,0.681,1,0,19,1,0,610
16,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,35,0,0,0.680,4.650,26.733,28.442,0.464,0.680,0.687,1,0,10,1,0,610
