OPC-N3 Iss1.1 FirmwareVer=1.17............................BS
OPC-N3 177470302                                            
Config info:
LaserDAC,156
FanDAC,255
ToFtoSFRfactor,58
PVP(us/48),48
BinNo,Bin0,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23
BoundaryADC,14,40,80,120,145,215,340,590,846,1363,2029,2848,4119,5527,7076,8624,10204,11815,13457,15897,18305,20698,22966,25140,27158
Boundary_um,0.350,0.460,0.660,1.000,1.300,1.700,2.300,3.000,4.000,5.200,6.500,8.000,10.000,12.000,14.000,16.000,18.000,20.000,22.000,25.000,28.000,31.000,34.000,37.000,40.000
BinWeighting,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
DataRequestInterval(s),1.398
MaxDataArraysPerFile,61798
Data:
Bin0,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23,MToFBin1(us/3),MToFBin3,MToFBin5,MToFBin7,SamplingPeriod(s),SFR(ml/s),Temp(C),RH(%),PM_1.000(ug/m^3),PM_2.500(ug/m^3),PM_10.000(ug/m^3),#RjtGlitch,#RjtLong,#RjtRatio,#RjtRange,#FanRevs,LaserStatus
10,4,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0.680,3.690,26.057,29.961,0.504,2.433,122.657,0,0,20,3,0,609
11,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0.680,3.710,26.086,29.933,0.319,0.821,0.890,1,0,13,0,0,608
19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,3.730,26.100,29.874,0.319,0.328,0.328,1,0,13,2,0,608
17,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0.680,3.700,26.113,29.843,0.434,0.941,1.011,0,0,15,3,0,608
20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,37,0,0.680,3.700,26.100,29.921,0.371,1.420,1.878,1,0,22,0,0,608
14,5,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,29,0,0,0.680,3.780,26.126,29.787,0.713,2.081,33.029,1,0,19,4,0,608
11,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,28,0,0,0.680,3.790,26.126,29.770,0.453,2.347,4.314,1,0,25,5,0,608
8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0.680,3.730,26.142,29.788,0.245,0.741,0.809,0,0,22,4,0,608
17,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0.680,3.730,26.172,29.791,0.631,2.335,4.319,0,0,17,5,0,608
13,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0.680,3.820,26.158,29.697,0.450,0.535,0.535,0,0,23,2,0,609
7,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0.680,3.830,26.185,29.669,0.149,1.890,53.160,0,0,20,1,0,609
9,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0.680,3.870,26.214,29.701,0.306,2.279,4.256,2,0,15,0,0,609
17,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0.680,3.910,26.228,29.718,0.528,1.075,1.142,2,0,16,0,0,608
14,7,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27,31,0,0,0.680,3.970,26.228,29.658,0.741,1.465,81.050,1,0,14,2,0,607
11,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,0,0,0.680,3.990,26.228,29.628,0.436,0.655,0.663,0,0,12,4,0,607
11,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,32,0,0.670,4.030,26.257,29.599,0.493,2.487,3.341,1,0,13,1,0,607
16,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0.680,4.090,26.271,29.585,0.326,0.932,29.464,0,0,11,2,0,608
15,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,38,0,0.680,4.110,26.271,29.568,0.485,1.530,1.943,1,0,18,1,0,608
18,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0.680,4.080,26.271,29.568,0.557,2.884,4.823,1,0,16,4,0,608
18,4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,0,0,35,0.680,4.060,26.284,29.541,0.438,2.399,79.334,2,0,13,0,0,608
11,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0.680,4.100,26.297,29.558,0.248,3.289,48.124,0,0,18,1,0,608
12,1,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,38,0,0.680,4.040,26.340,29.532,0.506,4.494,21.594,0,0,12,2,0,609
12,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,42,38,0.680,4.040,26.313,29.481,0.337,5.902,19.861,0,0,20,3,0,609
14,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,32,0,0.680,4.110,26.327,29.485,0.386,1.779,2.254,2,0,16,2,0,609
16,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0.680,4.140,26.327,29.500,0.387,0.868,0.931,1,0,19,4,0,609
14,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0.680,4.170,26.327,29.425,0.454,1.372,1.495,0,0,17,3,0,610
18,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,37,36,0,0.680,4.130,26.353,29.427,0.703,2.325,2.806,1,0,17,2,0,610
12,7,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24,0,39,0,0.680,4.270,26.353,29.427,0.400,1.529,108.755,2,0,19,1,0,609
15,3,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,28,33,0,0.680,4.330,26.383,29.384,0.469,3.425,91.460,0,0,21,0,0,610
11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0.680,4.230,26.396,29.367,0.314,0.358,0.358,1,0,26,0,0,610
13,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,34,0,0.680,4.220,26.383,29.352,0.491,1.885,2.348,1,0,20,1,0,610
14,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,33,30,0,0.680,4.190,26.409,29.416,0.477,2.560,30.884,0,0,13,1,0,610
15,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0.680,4.240,26.409,29.326,0.468,0.575,0.576,2,0,26,1,0,610
19,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.240,26.409,29.370,0.384,0.852,0.913,1,0,21,2,0,610
11,3,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,37,36,0.680,4.290,26.396,29.262,0.387,5.025,39.915,1,0,14,0,0,610
18,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,26,0,0,0.680,4.310,26.423,29.297,0.423,1.959,3.682,1,0,11,2,0,610
15,6,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,29,0,0.680,4.330,26.439,29.283,0.581,4.220,8.027,0,0,16,1,0,610
13,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,0,0,0,0.680,4.350,26.439,29.283,0.290,3.043,84.846,1,0,19,1,0,610
20,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,34,0,0,0.680,4.350,26.466,29.315,0.509,1.125,1.192,0,0,17,1,0,610
15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0.680,4.380,26.452,29.237,0.198,0.203,0.203,1,0,16,4,0,610
14,6,2,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,28,33,0,0.680,4.420,26.452,29.253,0.938,4.169,31.417,0,0,16,4,0,610
14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0.680,4.500,26.466,29.237,0.237,0.245,0.245,2,0,20,1,0,610
10,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,27,0,36,0.680,4.520,26.495,29.166,0.320,1.852,7.089,2,0,23,1,0,609
15,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,38,0,0,0.680,4.550,26.479,29.210,0.495,1.114,1.178,1,0,13,5,0,610
12,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,38,0.680,4.620,26.466,29.164,0.335,1.717,6.834,4,0,14,3,0,610
17,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,38,0.680,4.600,26.508,29.166,0.318,3.297,10.099,1,0,23,0,0,609
15,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,36,0.680,4.630,26.508,29.166,0.236,2.801,9.504,1,0,21,1,0,610
21,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0.680,4.650,26.508,29.137,0.487,0.948,1.004,0,0,15,3,0,609
12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0.680,4.610,26.522,29.092,0.209,0.217,0.217,0,0,19,3,0,609
15,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0.680,4.780,26.535,29.095,0.387,2.845,5.939,0,0,16,2,0,609
10,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,44,0,0.680,4.740,26.551,29.123,0.370,1.584,1.996,0,0,18,2,0,609
22,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.740,26.535,29.106,0.458,1.264,1.373,2,0,17,1,0,609
13,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,31,0,40,0.680,4.730,26.564,29.082,0.337,2.721,20.354,1,0,22,2,0,609
17,4,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,43,0.680,4.720,26.535,28.986,0.470,4.633,12.829,1,0,14,2,0,609
8,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0.680,4.720,26.551,29.123,0.461,1.443,1.559,3,0,18,3,0,609
14,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,60,0.680,4.590,26.564,29.097,0.291,2.020,7.226,2,0,17,2,0,609
10,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,4.590,26.578,29.036,0.247,0.653,0.709,1,0,23,1,0,609
15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0.680,4.610,26.564,29.004,0.251,0.285,0.286,2,0,13,1,0,609
21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0.680,4.580,26.591,29.022,0.309,0.318,0.318,3,0,19,4,0,609
17,7,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,30,0,0,0.680,4.620,26.578,28.990,0.691,2.564,4.227,2,0,12,4,0,609
16,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0.680,4.660,26.591,29.005,0.276,1.220,14.038,1,0,14,0,0,609
15,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,31,0,0.680,4.550,26.607,28.992,0.615,2.890,4.889,1,0,16,2,0,609
18,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,4.550,26.607,28.963,0.315,0.545,42.077,0,0,20,1,0,608
13,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,27,0,0,0.680,4.600,26.620,28.964,0.463,1.303,26.685,2,0,12,1,0,608
14,2,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,33,35,0,0.680,4.590,26.607,28.932,0.654,5.117,8.834,1,0,22,1,0,608
22,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0.680,4.590,26.647,28.935,0.522,4.112,46.759,0,0,12,1,0,609
8,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,60,0.680,4.630,26.647,28.981,0.139,1.456,6.561,2,0,20,3,0,608
18,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27,0,44,0,0.680,4.630,26.634,28.918,0.390,1.263,33.973,0,0,19,3,0,608
14,0,1,2,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,37,31,0.680,4.630,26.647,28.905,0.694,6.068,12.706,2,0,18,3,0,608
13,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,32,0,0.680,4.580,26.647,28.873,0.397,2.961,4.070,1,0,14,1,0,609
15,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,30,36,0,0.680,4.630,26.663,28.891,0.384,1.375,1.748,0,0,21,1,0,608
14,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0.680,4.660,26.676,28.876,0.250,1.497,3.084,0,0,15,5,0,609
17,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0.680,4.660,26.690,28.908,0.270,0.420,57.764,2,0,17,2,0,609
15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0.680,4.690,26.663,28.848,0.247,0.281,0.281,4,0,10,2,0,608
12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0.680,4.720,26.690,28.862,0.214,0.247,0.247,1,0,9,2,0,609
14,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,42,0,0,0.680,4.690,26.690,28.862,0.413,0.624,0.631,0,0,17,2,0,608
8,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,31,0,0,0.680,4.710,26.676,28.831,0.224,0.866,25.649,1,0,18,2,0,608
8,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0.680,4.750,26.676,28.802,0.187,0.683,25.251,2,0,15,4,0,609
19,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,32,0,0.680,4.780,26.703,28.850,0.302,1.117,1.471,0,0,16,4,0,610
16,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,33,35,0.680,4.820,26.676,28.802,0.268,2.336,7.592,2,0,18,3,0,611
9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,32,0,0.680,4.870,26.719,28.775,0.169,0.965,1.313,3,0,18,2,0,611
12,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,44,0,0,0.680,4.870,26.719,28.804,0.372,0.922,0.982,0,0,11,4,0,611
16,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0.680,4.870,26.733,28.790,0.295,2.305,4.171,2,0,9,1,0,611
16,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0.680,4.880,26.733,28.775,0.438,0.879,0.932,3,0,16,2,0,610
