OPC-N3 Iss1.1 FirmwareVer=1.17............................BS
OPC-N3 177470302                                            
Config info:
LaserDAC,156
FanDAC,255
ToFtoSFRfactor,58
PVP(us/48),48
BinNo,Bin0,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23
BoundaryADC,14,40,80,120,145,215,340,590,846,1363,2029,2848,4119,5527,7076,8624,10204,11815,13457,15897,18305,20698,22966,25140,27158
Boundary_um,0.350,0.460,0.660,1.000,1.300,1.700,2.300,3.000,4.000,5.200,6.500,8.000,10.000,12.000,14.000,16.000,18.000,20.000,22.000,25.000,28.000,31.000,34.000,37.000,40.000
BinWeighting,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
DataRequestInterval(s),1.398
MaxDataArraysPerFile,61798
Data:
Bin0,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23,MToFBin1(us/3),MToFBin3,MToFBin5,MToFBin7,SamplingPeriod(s),SFR(ml/s),Temp(C),RH(%),PM_1.000(ug/m^3),PM_2.500(ug/m^3),PM_10.000(ug/m^3),#RjtGlitch,#RjtLong,#RjtRatio,#RjtRange,#FanRevs,LaserStatus
14,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,27,0,0,0.680,4.800,25.777,31.917,0.359,0.514,0.521,0,0,13,2,0,608
15,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,36,0,0.680,4.870,25.777,31.917,0.391,1.224,1.572,1,0,18,2,0,607
17,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0.680,4.800,25.793,31.889,0.430,0.876,0.930,0,0,13,3,0,607
17,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,36,0,0,0.680,4.830,25.793,31.876,0.357,1.704,3.241,1,0,15,2,0,608
18,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0.680,4.800,25.806,31.816,0.415,0.859,0.913,1,0,19,0,0,607
20,4,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,37,0,0.680,4.810,25.819,31.816,0.645,2.279,2.739,2,0,14,2,0,608
7,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26,31,28,0,0.680,4.810,25.819,31.757,0.382,1.390,67.375,1,0,18,2,0,608
14,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,0,30,0,0.680,4.430,25.819,31.816,0.297,1.178,61.875,3,0,9,1,0,608
15,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,4.440,25.833,31.819,0.470,1.872,3.538,1,0,19,5,0,608
19,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0.680,4.480,25.862,31.805,0.418,1.775,3.426,1,0,22,2,0,608
15,3,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,27,39,0,0.680,4.520,25.862,31.729,0.781,4.573,6.086,1,0,18,4,0,608
9,5,4,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,31,0,43,0.680,4.610,25.889,31.764,0.742,4.079,22.284,2,0,19,4,0,608
14,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,42,0,0.680,4.640,25.889,31.718,0.348,2.046,2.777,2,0,18,2,0,608
15,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0.680,4.560,25.889,31.702,0.308,0.347,58.942,2,0,16,2,0,608
25,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,41,0,0.680,4.520,25.875,31.670,0.616,1.597,1.973,1,0,21,0,0,607
12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0.680,4.390,25.905,31.642,0.220,0.228,0.228,0,0,25,2,0,608
9,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,30,0,0,0.680,4.380,25.905,31.613,0.336,0.506,72.582,1,0,17,4,0,608
10,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,48,0,0,0.670,4.410,25.905,31.613,0.384,2.912,18.368,0,0,13,1,0,608
19,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,4.410,25.918,31.628,0.448,1.287,1.404,1,0,29,4,0,609
19,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,30,0,0,0.680,4.470,25.931,31.569,0.576,2.182,15.610,0,0,34,5,0,609
16,1,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,29,0,0.680,4.480,25.961,31.555,0.806,3.403,4.012,0,0,25,3,0,609
20,3,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,0,0,0.680,4.510,25.974,31.526,0.594,2.596,4.306,1,0,19,3,0,608
14,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0.680,4.460,26.001,31.544,0.359,0.403,0.403,1,0,24,4,0,609
9,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,33,0,0,0.680,4.510,25.974,31.514,0.483,0.711,0.718,1,0,22,1,0,609
11,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,4.510,25.974,31.499,0.289,1.609,3.248,1,0,11,2,0,609
18,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0.680,4.470,25.988,31.453,0.761,1.365,1.424,1,0,27,2,0,609
16,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,29,0,0,0.680,4.470,26.001,31.485,0.558,0.839,0.847,1,0,22,1,0,609
6,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0.680,4.470,26.030,31.458,0.210,2.398,4.431,0,0,17,3,0,609
12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0.680,4.460,26.044,31.427,0.254,0.291,0.291,1,0,19,2,0,610
17,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0.680,4.450,26.001,31.439,0.471,1.879,15.360,0,0,21,2,0,610
19,2,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,31,38,51,0.680,4.240,26.044,31.400,0.897,5.366,13.155,0,0,22,5,0,610
13,6,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0,0,0.680,4.270,26.057,31.384,0.557,1.816,15.813,2,0,28,2,0,610
12,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,39,0.680,4.270,26.057,31.371,0.304,1.922,7.465,0,0,22,2,0,610
16,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,35,0,0.680,4.280,26.057,31.322,0.477,1.481,1.877,1,0,20,2,0,610
22,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0.680,4.280,26.070,31.403,0.501,0.973,1.033,0,0,16,3,0,610
17,3,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,4.290,26.070,31.308,0.649,4.332,20.160,1,0,18,6,0,610
15,2,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,0,0,0.680,4.330,26.086,31.325,0.482,3.111,30.769,1,0,13,2,0,610
16,5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,31,32,0,0.680,4.380,26.100,31.294,0.586,3.376,5.517,0,0,17,3,0,610
14,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,31,0,0,0.680,4.410,26.100,31.294,0.396,0.974,1.040,1,0,17,5,0,610
13,7,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0.680,4.400,26.126,31.297,0.587,1.470,1.587,2,0,20,3,0,610
13,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0.680,4.440,26.086,31.252,0.312,2.553,30.559,0,0,21,3,0,609
14,4,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,27,45,0,0.680,4.510,26.142,31.194,0.520,4.703,45.902,1,0,13,2,0,610
16,2,2,2,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,24,26,34,0,0.680,4.550,26.142,31.210,0.735,3.205,132.120,0,0,16,2,0,609
18,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0.680,4.550,26.142,31.271,0.316,1.198,1.570,1,1,21,2,0,609
12,2,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,38,0.680,4.540,26.142,31.210,0.464,3.641,14.112,2,0,21,3,0,609
19,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0.680,4.520,26.172,31.180,0.382,0.424,0.424,2,0,25,2,0,609
12,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0.680,4.570,26.158,31.166,0.420,1.259,1.371,2,0,15,2,0,609
16,0,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0.680,4.570,26.172,31.180,0.462,4.273,20.594,1,0,16,1,0,609
12,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,30,0,0,0.680,4.600,26.201,31.171,0.336,0.521,0.528,1,0,19,3,0,609
15,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0.680,4.600,26.172,31.120,0.405,1.680,14.680,4,0,20,3,0,609
16,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,27,0,0,0.680,4.540,26.185,31.139,0.519,0.838,0.851,0,0,29,5,0,609
20,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,4.540,26.214,31.125,0.483,1.836,27.653,2,0,21,0,0,609
17,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,34,0,0.680,4.550,26.185,31.107,0.349,1.209,1.582,1,0,25,0,0,609
20,3,4,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,30,43,0,0.680,4.550,26.201,31.078,0.792,2.073,72.359,0,0,17,6,0,609
19,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,31,0,0.680,4.460,26.228,31.065,0.324,1.197,1.577,1,0,25,2,0,609
15,3,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,33,43,0.680,4.500,26.241,31.097,0.478,3.511,9.254,0,0,8,2,0,609
11,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0.680,4.430,26.228,30.991,0.229,1.541,3.210,2,0,23,2,0,609
13,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0.680,4.450,26.228,31.065,0.326,0.774,0.832,0,0,15,4,0,609
15,0,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0.680,4.450,26.214,31.036,0.502,2.430,64.200,3,0,22,3,0,609
15,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,31,0,0.680,4.560,26.241,31.006,0.300,2.109,74.175,3,0,16,3,0,609
10,5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,36,33,0,0.680,4.720,26.257,30.992,0.582,2.005,2.426,0,0,22,3,0,609
11,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,30,0,0.680,4.750,26.284,30.978,0.349,2.772,4.740,1,0,20,2,0,609
23,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,26,0,0,0.680,4.790,26.284,30.933,0.549,0.874,0.887,2,0,32,2,0,609
11,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,48,0,0.680,4.650,26.257,30.946,0.261,1.124,1.489,1,0,21,2,0,608
19,4,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,25,33,0,0.680,4.650,26.284,30.933,0.682,4.245,7.797,0,0,22,2,0,609
17,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,34,0,0,0.680,4.620,26.297,30.965,0.490,1.931,3.539,3,0,24,4,0,609
13,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,30,0,0,0.680,4.670,26.297,30.936,0.580,0.971,0.986,1,0,19,1,0,608
21,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,38,0,0,0.680,4.610,26.313,30.936,0.432,0.619,0.626,1,0,22,2,0,609
16,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,34,0,0.680,4.590,26.297,30.922,0.341,1.586,2.011,0,0,26,3,0,608
11,4,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,33,0,0.680,4.640,26.340,30.862,0.698,2.449,2.927,1,0,20,4,0,608
18,4,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,33,0,0,0.680,4.630,26.313,30.846,0.558,2.010,27.332,1,0,19,2,0,608
21,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,38,0,0.680,4.630,26.327,30.817,0.444,2.565,4.528,2,0,12,2,0,609
22,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0.680,4.660,26.340,30.878,0.429,0.472,0.473,0,0,21,3,0,608
22,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,28,0,0,0.680,4.730,26.340,30.804,0.645,1.225,1.286,1,0,19,2,0,609
14,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,24,0,0,0.680,4.640,26.340,30.804,0.506,1.250,26.407,3,0,24,1,0,608
14,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,28,0,0,0.680,4.550,26.353,30.759,0.460,2.294,3.983,0,0,8,5,0,609
13,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,37,0,0.680,4.550,26.340,30.817,0.492,1.813,2.243,1,0,13,5,0,608
11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.670,4.550,26.353,30.804,0.297,1.117,1.232,0,0,26,2,0,609
22,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,34,0,0,0.680,4.560,26.369,30.807,0.448,0.636,0.644,3,0,27,2,0,608
16,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,30,0,0,0.680,4.590,26.383,30.777,0.470,1.192,26.623,3,0,20,3,0,608
25,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0.680,4.640,26.369,30.775,0.588,0.691,0.692,1,0,21,2,0,608
14,2,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,42,0.680,4.640,26.383,30.762,0.497,2.663,7.869,3,0,19,3,0,609
11,6,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,28,33,0,0.680,4.670,26.396,30.716,0.684,2.706,3.445,1,0,17,3,0,608
15,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0.680,4.620,26.423,30.702,0.326,1.614,3.215,4,0,21,2,0,608
19,6,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,44,0,0.680,4.620,26.396,30.716,0.566,3.668,18.565,0,0,17,7,0,608
21,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,34,0,0.680,4.690,26.423,30.763,0.475,1.726,2.142,1,0,20,2,0,608
5,4,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,32,30,0,0.680,4.680,26.409,30.675,0.508,2.128,42.930,0,0,15,4,0,609
15,3,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,33,29,0,0.680,4.710,26.423,30.675,0.853,2.752,3.229,3,1,27,2,0,608
19,9,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,29,0,0,0.680,4.700,26.439,30.661,0.793,1.439,1.501,1,0,17,3,0,609
11,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,31,35,0,0.680,4.710,26.439,30.629,0.679,3.425,4.267,1,0,13,1,0,611
20,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,35,0,0.680,4.710,26.439,30.644,0.379,1.235,1.595,1,0,23,6,0,611
13,5,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,37,45,0.680,4.820,26.423,30.658,0.515,3.873,10.663,1,0,16,4,0,611
16,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,36,0,0.680,4.770,26.439,30.629,0.377,3.297,28.827,1,0,22,4,0,611
16,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,27,26,40,0.680,4.820,26.479,30.649,0.435,3.872,10.668,1,0,18,0,0,611
12,1,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,31,37,0.680,4.730,26.479,30.601,0.494,3.433,8.897,0,0,20,7,0,610
13,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0.680,4.770,26.479,30.588,0.269,0.660,123.403,2,0,27,1,0,610
14,7,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,39,0,0.680,4.640,26.466,30.585,0.474,2.598,4.556,3,0,20,2,0,610
18,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,56,0,0.680,4.690,26.479,30.588,0.505,2.712,15.865,1,0,23,2,0,609
15,2,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0.680,4.670,26.495,30.560,0.486,3.402,30.139,1,0,12,5,0,608
8,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0.680,4.670,26.466,30.557,0.274,4.471,12.755,2,0,19,1,0,609
13,5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,32,0,0.680,4.640,26.479,30.601,0.580,2.611,3.142,1,0,24,2,0,609
16,3,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,4.640,26.522,30.530,0.714,2.862,28.234,0,0,26,5,0,608
9,4,2,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,34,36,0.680,4.680,26.495,30.576,0.432,3.944,91.746,0,0,28,3,0,608
18,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35,0,32,0,0.680,4.550,26.522,30.501,0.420,1.681,65.507,0,0,26,3,0,608
14,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,32,36,40,0.680,4.560,26.508,30.530,0.497,5.483,25.823,1,0,15,4,0,608
13,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,29,0,0,0.680,4.610,26.508,30.484,0.399,0.705,0.719,2,0,17,3,0,608
14,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,30,33,0.680,4.660,26.508,30.498,0.292,3.887,47.184,1,0,17,2,0,608
12,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,29,0,0,0.680,4.710,26.535,30.487,0.539,0.924,0.938,0,0,10,5,0,608
15,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,32,0,0.680,4.770,26.551,30.470,0.347,1.194,1.550,0,0,19,3,0,608
12,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0.680,4.800,26.551,30.502,0.292,0.707,0.760,2,0,13,1,0,608
21,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0.680,4.780,26.535,30.487,0.474,1.831,14.382,1,0,14,4,0,608
20,1,2,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,35,40,0.680,4.790,26.564,30.414,0.481,5.112,36.661,1,0,18,3,0,608
18,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0.680,4.800,26.551,30.443,0.497,1.323,1.431,2,0,19,2,0,607
20,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0.680,4.830,26.535,30.441,0.428,1.396,13.764,2,0,25,4,0,608
18,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,0,0,0.680,4.900,26.564,30.429,0.511,0.720,0.727,0,0,19,5,0,608
14,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0.680,4.910,26.564,30.397,0.426,2.016,3.575,1,0,15,2,0,609
16,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,26,0,0,0.680,4.890,26.578,30.446,0.357,1.420,13.643,0,0,18,3,0,608
22,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0.680,4.940,26.591,30.370,0.267,2.320,15.909,0,0,19,2,0,608
15,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,29,0,0,0.680,4.920,26.591,30.386,0.483,1.886,3.396,4,0,27,2,0,608
12,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,0,0,0.680,4.960,26.578,30.383,0.582,1.185,1.244,1,0,22,2,0,608
11,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,26,0,0,0.680,4.940,26.620,30.328,0.549,2.087,3.597,1,0,17,2,0,609
22,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,34,39,0,0.680,4.970,26.578,30.383,0.615,1.940,2.339,1,0,23,5,0,608
14,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,28,28,0,0.680,4.930,26.607,30.370,0.509,1.476,1.826,0,0,14,2,0,609
18,2,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32,27,0,0,0.680,4.860,26.620,30.328,0.520,2.835,71.632,2,0,20,4,0,609
16,1,3,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,36,0,0.680,4.880,26.607,30.310,0.652,4.258,6.574,3,0,22,2,0,609
9,4,2,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,31,0,0.680,5.010,26.620,30.296,0.687,4.139,6.159,0,0,27,0,0,609
17,4,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,29,0,39,0.680,5.030,26.591,30.327,0.565,3.259,9.441,3,0,14,1,0,609
15,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,5.030,26.620,30.281,0.168,1.318,55.908,1,0,13,0,0,609
13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,25,0,0,0.680,5.050,26.634,30.313,0.234,0.374,0.380,3,0,18,3,0,609
21,2,4,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,32,30,0,0.680,5.040,26.634,30.267,0.740,5.049,20.185,0,0,20,3,0,609
6,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,31,0,0.680,5.050,26.647,30.299,0.289,1.853,2.524,0,0,22,2,0,609
12,4,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0.680,5.050,26.647,30.254,0.485,2.083,3.599,1,0,16,5,0,609
20,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,31,0,0.680,5.020,26.620,30.296,0.542,2.507,3.234,0,0,13,2,0,609
16,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,26,0,0,0.680,5.070,26.634,30.267,0.311,0.454,0.461,1,0,21,2,0,609
9,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,31,0,0.680,5.110,26.676,30.196,0.343,1.491,1.873,2,0,14,5,0,610
13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,5.100,26.663,30.223,0.228,0.591,0.641,2,0,20,3,0,609
12,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0.680,5.130,26.663,30.196,0.241,0.604,0.654,0,0,16,2,0,610
