OPC-N2 FirmwareVer=OPC-018.2..............................BD
OPC-N2 176880013                                            
Config info:
GSC,1.000
LaserDAC,183
FanDAC,255
ToFtoSFRfactor,74
BinNo,Bin0,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15
Boundary(upper),17,27,41,60,79,123,234,388,575,909,1294,1866,2475,3092,3685,4095
ParticleVolume(um3),0.051,0.151,0.401,0.894,1.646,3.209,8.530,22.449,47.713,99.541,199.532,381.703,696.910,1150.347,1767.146,2460.612
ParticleDensity(g/ml),1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650
SampleVolumeWeighting,4.500,3.000,2.000,0.500,0.300,0.250,0.250,0.250,0.350,0.450,0.500,0.800,1.000,1.000,1.000,1.000
DataRequestInterval(s),1.398
MaxDataArraysPerFile,61798
Data:
Bin0,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,MToFBin1(us/3),MToFBin3,MToFBin5,MToFBin7,SFR(ml/s),SamplingPeriod(s),PM1(ug/m3),PM2.5,PM10
9,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,23,0,0,0,3.294,1.387,1.017,2.447,3.917
11,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,25,25,0,0,3.288,1.387,1.236,1.841,2.216
17,3,1,2,0,1,0,0,0,1,0,1,0,0,0,0,19,30,31,0,3.312,1.387,2.033,2.993,67.559
11,3,2,1,0,0,1,0,0,0,0,0,0,1,0,0,20,31,0,0,3.329,1.383,1.658,2.427,80.601
7,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,22,25,0,0,3.330,1.387,1.070,1.805,2.192
8,1,2,2,1,0,0,0,0,0,0,0,0,1,0,0,23,22,0,0,3.328,1.387,1.222,1.819,79.425
8,1,3,0,0,0,2,1,0,0,0,0,0,0,0,0,17,0,0,31,3.341,1.387,1.267,2.685,4.847
14,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,23,23,0,0,3.339,1.387,1.445,1.983,14.172
9,1,3,1,0,0,1,0,0,1,0,0,0,0,0,0,21,23,0,0,3.342,1.387,1.386,2.474,15.019
12,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,21,0,35,31,3.353,1.387,1.652,2.444,3.933
13,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,3.373,1.383,1.867,2.216,2.220
8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33,27,0,0,3.345,1.387,0.810,0.949,0.955
14,2,2,0,0,1,1,0,1,0,0,0,0,0,0,0,20,0,25,0,3.355,1.387,1.709,2.922,8.053
16,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,0,3.355,1.387,1.429,1.769,1.830
12,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,25,0,0,3.355,1.388,1.370,2.533,7.614
13,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,21,0,0,0,3.360,1.388,1.610,2.245,2.608
6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,21,31,0,0,3.370,1.387,1.369,1.798,1.807
6,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,23,0,0,0,3.368,1.383,0.763,1.322,82.218
14,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,21,21,0,0,3.372,1.387,1.409,1.917,2.281
10,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,23,0,27,0,3.370,1.387,1.251,2.162,58.235
7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,3.370,1.387,1.132,1.419,1.423
5,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,3.408,1.387,1.125,1.583,1.616
6,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,3.384,1.387,1.071,1.363,1.370
11,2,4,1,0,0,0,1,1,0,0,0,0,0,0,0,17,27,0,27,3.408,1.387,1.798,3.145,9.196
13,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,3.408,1.383,1.372,1.719,1.728
14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,25,0,0,3.415,1.388,1.412,1.673,1.680
13,5,2,2,0,0,1,0,1,0,0,0,0,0,0,0,21,25,0,0,3.423,1.348,2.132,3.429,8.558
10,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,3.423,1.387,1.023,1.346,1.358
14,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,21,22,27,0,3.428,1.388,1.576,2.054,2.123
8,1,1,1,0,0,2,0,0,0,0,1,0,0,0,0,23,21,0,0,3.424,1.387,0.966,1.934,53.157
18,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,19,29,0,0,3.431,1.387,2.058,2.666,2.692
16,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,23,0,3.431,1.383,1.879,2.569,77.419
7,2,2,1,0,0,2,1,0,0,0,0,0,0,0,0,18,33,0,27,3.449,1.388,1.171,2.550,4.648
10,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,23,24,0,37,3.445,1.387,1.148,2.221,8.207
12,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,25,0,37,0,3.427,1.387,1.672,2.263,2.327
6,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3.447,1.387,1.346,1.878,1.898
5,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,19,31,25,0,3.472,1.387,1.613,2.549,2.634
9,4,3,1,0,0,1,1,0,0,0,0,0,0,0,0,18,23,0,35,3.506,1.387,1.705,2.900,4.621
11,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,15,21,0,0,3.523,1.383,1.461,1.922,1.933
7,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,19,0,27,0,3.544,1.387,1.066,1.469,1.540
9,2,2,2,0,1,1,2,1,0,0,0,0,0,0,0,19,22,25,39,3.554,1.387,1.344,3.351,10.898
13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,3.554,1.387,1.159,1.384,1.391
10,2,3,2,0,1,1,0,0,1,0,0,0,0,0,0,20,21,27,0,3.559,1.388,1.565,2.883,14.721
6,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,19,0,25,41,3.564,1.387,0.738,1.403,2.804
14,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,21,21,0,37,3.562,1.387,1.642,2.677,4.369
10,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,17,27,0,0,3.573,1.383,1.061,1.812,24.657
10,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,23,0,0,3.603,1.387,1.296,1.611,1.631
15,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0,27,0,3.619,1.387,1.896,2.402,2.461
13,1,2,1,0,1,0,0,0,0,1,0,0,0,0,0,23,25,29,0,3.612,1.387,1.431,2.075,23.293
5,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,19,23,0,0,3.616,1.387,0.848,1.799,2.477
10,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,23,0,25,0,3.595,1.387,1.135,1.580,1.692
8,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,3.624,1.387,1.529,2.255,2.595
11,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,21,27,29,0,3.622,1.383,1.333,1.946,2.015
7,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,19,23,35,0,3.626,1.387,0.832,1.406,1.481
7,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,19,22,0,0,3.630,1.387,0.945,1.468,1.499
6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,29,27,0,0,3.605,1.387,0.909,1.243,1.252
5,2,2,1,0,0,0,1,0,1,0,0,0,0,0,0,23,21,0,23,3.591,1.387,0.965,1.915,14.581
5,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,23,33,0,0,3.584,1.387,1.000,1.753,2.101
9,5,2,0,1,1,0,0,0,0,0,0,0,0,0,0,18,0,27,0,3.620,1.387,1.612,2.242,2.315
5,3,1,0,1,2,0,0,2,0,0,0,0,0,0,0,17,0,29,0,3.649,1.383,0.939,2.293,11.102
8,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,19,0,0,0,3.657,1.387,0.966,1.378,12.504
5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,3.660,1.387,0.675,0.899,0.905
10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,3.660,1.387,0.808,1.006,1.016
3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,21,0,0,3.679,1.388,0.502,0.640,0.645
1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3.698,1.387,0.486,0.745,0.761
8,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,17,23,25,41,3.707,1.387,0.896,1.627,2.978
8,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,21,33,0,0,3.692,1.383,1.524,2.248,2.585
8,6,3,2,0,0,0,0,0,0,1,0,0,0,0,0,21,26,0,0,3.676,1.387,1.835,2.582,23.383
8,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,27,25,31,0,3.656,1.387,1.056,1.566,1.629
10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3.659,1.387,0.837,0.880,0.880
7,2,2,1,0,1,1,0,1,0,0,0,0,0,0,0,22,19,25,0,3.649,1.388,1.116,2.306,7.028
10,1,2,0,0,0,2,0,1,0,0,0,0,0,0,0,21,0,0,0,3.647,1.387,1.154,2.371,7.370
15,1,2,0,0,0,1,1,1,0,0,0,0,0,0,0,21,0,0,27,3.645,1.387,1.508,2.764,8.746
10,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,19,25,0,0,3.656,1.383,1.288,1.875,2.214
12,1,5,2,0,1,2,0,0,0,0,0,0,0,0,0,21,22,45,0,3.654,1.387,1.851,3.383,4.118
8,0,2,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,33,3.654,1.387,0.907,1.892,74.223
9,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,22,27,0,0,3.644,1.387,1.141,1.623,1.658
10,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,25,19,0,0,3.617,1.387,1.373,1.965,2.002
14,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,25,0,3.622,1.387,1.823,2.326,2.385
10,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,23,33,0,0,3.614,1.387,1.648,2.304,2.317
7,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,19,0,25,0,3.623,1.383,0.805,1.467,1.872
7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.623,1.387,0.957,1.284,1.289
7,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22,25,0,0,3.601,1.388,1.326,1.647,1.654
14,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,23,0,31,0,3.581,1.387,1.719,2.206,2.265
9,2,2,2,0,0,2,1,0,0,0,0,0,0,0,0,22,20,0,25,3.574,1.387,1.325,2.752,4.781
13,2,3,0,0,0,1,0,1,0,0,0,0,0,0,0,21,0,0,0,3.572,1.387,1.668,2.732,7.498
8,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,0,31,3.583,1.347,1.045,1.654,3.033
7,5,2,1,0,0,0,1,0,0,0,0,0,0,0,0,19,25,0,29,3.605,1.383,1.482,2.249,3.589
11,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,25,0,0,3.605,1.387,1.347,2.222,6.619
7,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,24,24,23,0,3.576,1.388,1.503,2.355,2.431
8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,3.571,1.387,1.641,2.004,2.008
7,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,24,23,0,0,3.553,1.387,1.274,1.745,1.755
7,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.553,1.387,0.857,1.516,1.875
11,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,3.569,1.388,1.236,1.526,1.542
15,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,20,21,0,0,3.577,1.383,1.955,2.740,7.178
8,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,19,0,25,29,3.581,1.387,0.908,1.688,3.097
10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,3.568,1.387,1.289,1.567,1.570
10,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,0,3.568,1.387,1.514,2.244,2.309
8,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,19,0,23,0,3.573,1.388,0.755,1.090,1.160
11,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,28,0,0,3.573,1.387,0.915,1.748,2.435
6,3,3,0,0,0,1,0,1,0,0,0,1,0,0,0,20,0,0,0,3.579,1.388,1.277,2.369,78.578
7,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,18,0,0,0,3.622,1.383,1.551,1.971,49.869
9,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,3.638,1.387,1.185,1.381,1.386
9,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,21,0,31,0,3.632,1.387,1.041,1.611,1.000
11,5,4,2,1,0,1,0,0,0,0,0,0,0,0,0,21,25,0,0,3.623,1.387,2.139,3.292,3.658
12,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,21,0,29,0,3.620,1.387,1.432,1.888,1.947
11,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,19,0,27,31,3.632,1.387,1.357,2.177,3.566
9,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,20,19,0,0,3.636,1.387,1.090,1.378,1.397
12,4,1,1,0,1,2,1,0,0,0,0,0,1,0,0,19,37,27,39,3.651,1.383,1.582,3.024,75.987
10,1,2,1,2,1,0,1,0,0,0,0,0,0,0,0,17,29,29,37,3.660,1.387,1.253,2.326,3.726
13,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,19,21,41,0,3.664,1.387,1.263,1.679,1.740
9,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,19,23,0,0,3.668,1.387,1.256,1.694,1.704
12,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,19,0,0,33,3.671,1.387,1.302,2.062,50.493
4,1,2,1,2,0,0,0,0,0,0,1,0,0,0,0,17,21,0,0,3.681,1.387,0.801,1.411,48.443
7,4,2,2,0,0,0,1,0,0,0,0,0,0,0,0,20,23,0,39,3.682,1.387,1.372,2.188,3.501
6,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,27,0,0,3.682,1.383,0.778,1.390,1.728
14,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,21,0,0,3.688,1.388,1.429,1.691,1.698
14,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,3.678,1.387,1.778,2.099,2.103
12,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3.696,1.387,1.760,2.571,2.621
6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,19,25,0,0,3.699,1.387,0.745,1.272,1.606
7,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,21,23,0,0,3.693,1.387,0.810,1.068,1.087
13,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,3.693,1.387,1.161,1.466,1.477
5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,23,25,0,0,3.684,1.384,0.698,1.034,1.055
8,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,17,0,0,0,3.694,1.387,0.695,1.282,12.622
6,4,4,1,0,0,1,1,0,0,0,0,0,0,0,0,19,25,0,33,3.706,1.387,1.548,2.774,4.404
16,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.706,1.387,1.579,2.219,2.551
5,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,21,0,23,0,3.699,1.388,0.906,1.337,1.395
9,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,19,0,0,29,3.705,1.387,0.905,1.407,2.713
9,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,3.714,1.387,1.002,1.386,1.712
12,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,3.720,1.383,1.294,1.988,2.344
11,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,3.695,1.387,1.407,1.854,1.867
8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,3.692,1.387,0.688,0.726,0.726
13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3.698,1.388,1.456,1.730,1.733
10,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,23,0,0,0,3.689,1.387,0.985,1.433,1.763
7,1,4,1,1,0,0,0,0,0,1,0,0,0,0,0,17,19,0,0,3.698,1.387,1.277,2.035,22.720
7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,3.704,1.387,0.781,0.927,0.932
10,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,23,25,0,0,3.686,1.387,1.153,1.958,13.324
11,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,19,21,0,0,3.690,1.383,1.144,1.468,1.480
4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,19,21,0,0,3.702,1.387,0.837,1.131,1.151
9,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,18,31,0,0,3.719,1.387,1.185,1.457,1.464
17,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,3.710,1.387,1.787,2.259,2.278
11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,21,35,0,0,3.707,1.387,1.090,1.323,1.330
11,2,1,1,0,0,2,0,1,0,0,0,0,0,0,0,20,33,0,0,3.707,1.387,1.225,2.432,7.353
11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.707,1.387,1.218,1.546,1.551
8,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,18,23,0,0,3.718,1.384,1.043,1.380,1.392
13,5,4,2,0,0,0,1,0,0,0,0,0,0,0,0,21,32,0,31,3.703,1.387,2.203,3.252,4.561
15,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0,0,0,3.712,1.346,1.524,2.098,2.437
14,3,1,0,0,1,1,0,0,0,0,0,1,0,0,0,22,0,27,0,3.694,1.387,1.526,2.222,71.864
7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,21,41,0,0,3.691,1.387,0.690,0.926,0.945
8,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,3.703,1.387,1.255,1.923,2.255
10,4,3,2,0,0,1,0,0,0,0,0,0,0,0,0,18,24,0,0,3.726,1.387,1.718,2.604,2.943
12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,3.707,1.383,1.239,1.408,1.410
9,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,27,0,3.722,1.387,1.355,1.973,2.033
7,1,4,3,1,1,0,0,0,0,0,0,0,0,0,0,15,27,23,0,3.737,1.387,1.371,2.355,2.443
7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,0,0,0,3.736,1.387,0.736,1.093,1.417
13,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,21,0,0,33,3.732,1.387,1.332,2.209,3.819
10,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,19,35,0,0,3.737,1.387,1.422,1.875,1.885
7,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19,0,37,31,3.745,1.387,0.872,1.747,3.402
7,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,18,22,0,37,3.761,1.383,1.083,1.762,3.049
4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,3.746,1.387,0.663,0.815,0.817
7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,0,0,0,3.736,1.388,0.610,0.668,69.125
14,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,20,23,0,29,3.735,1.387,1.413,1.999,3.287
8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,0,35,0,3.710,1.387,0.822,1.054,1.108
15,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,27,25,0,0,3.688,1.387,1.720,2.256,2.271
8,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,22,23,0,0,3.677,1.387,1.013,1.570,1.905
4,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,22,31,3.677,1.383,0.469,1.265,2.681
9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,3.645,1.388,0.918,1.062,1.064
12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,3.637,1.387,1.286,1.540,1.544
6,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,17,0,0,61,3.647,1.387,0.738,1.631,3.291
8,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,20,27,0,0,3.650,1.387,1.266,1.870,2.208
5,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,26,19,0,0,3.587,1.387,1.366,1.872,1.883
13,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,25,19,0,0,3.574,1.387,1.589,2.360,2.709
6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,23,0,0,3.556,1.383,0.617,0.744,0.749
14,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,3.572,1.387,1.435,1.929,2.269
9,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,15,0,0,0,3.588,1.387,1.244,2.166,13.843
13,4,2,1,0,0,2,0,0,0,0,0,0,0,0,0,16,25,0,0,3.639,1.387,1.786,2.813,3.487
7,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,18,0,0,0,3.653,1.387,0.902,1.486,22.739
13,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,20,0,28,0,3.655,1.387,1.331,1.838,49.264
