OPC-N2 FirmwareVer=OPC-018.2..............................BD
OPC-N2 176880013                                            
Config info:
GSC,1.000
LaserDAC,183
FanDAC,255
ToFtoSFRfactor,74
BinNo,Bin0,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15
Boundary(upper),17,27,41,60,79,123,234,388,575,909,1294,1866,2475,3092,3685,4095
ParticleVolume(um3),0.051,0.151,0.401,0.894,1.646,3.209,8.530,22.449,47.713,99.541,199.532,381.703,696.910,1150.347,1767.146,2460.612
ParticleDensity(g/ml),1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650
SampleVolumeWeighting,4.500,3.000,2.000,0.500,0.300,0.250,0.250,0.250,0.350,0.450,0.500,0.800,1.000,1.000,1.000,1.000
DataRequestInterval(s),1.398
MaxDataArraysPerFile,61798
Data:
Bin0,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,MToFBin1(us/3),MToFBin3,MToFBin5,MToFBin7,SFR(ml/s),SamplingPeriod(s),PM1(ug/m3),PM2.5,PM10
19,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.703,1.346,1.695,2.257,2.597
12,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,17,0,23,0,3.721,1.388,1.263,1.777,1.887
16,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,22,0,25,0,3.702,1.387,1.811,2.589,2.973
11,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,17,21,0,0,3.720,1.387,1.232,1.598,1.618
12,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,19,25,25,0,3.722,1.387,1.026,1.332,1.390
11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,3.722,1.387,0.965,1.177,1.183
10,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,3.744,1.383,0.973,1.416,1.742
4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,3.736,1.387,0.691,0.953,0.969
11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.736,1.387,0.942,1.176,1.192
8,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,23,21,0,0,3.726,1.388,1.165,1.594,1.604
13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.726,1.387,1.352,1.682,1.687
8,2,2,2,1,0,0,0,0,1,0,0,0,0,0,0,17,26,0,0,3.744,1.388,1.205,1.992,12.879
8,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,25,37,29,0,3.728,1.387,1.234,2.057,2.149
8,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,23,0,23,0,3.718,1.383,1.143,1.660,1.719
7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,3.718,1.387,0.832,1.136,1.144
17,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0,27,0,3.735,1.388,1.592,1.942,1.997
15,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,3.770,1.387,1.541,1.735,1.737
8,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0,23,0,3.772,1.387,0.979,1.386,1.443
10,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3.776,1.387,1.362,1.725,1.730
10,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,19,31,0,3.776,1.387,0.938,1.952,2.437
10,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,21,0,0,31,3.767,1.383,1.081,1.570,2.845
8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3.769,1.387,0.844,1.091,1.107
11,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,3.759,1.387,1.056,1.309,1.325
6,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,20,27,0,0,3.756,1.387,1.155,1.605,1.618
10,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,31,0,0,3.760,1.387,0.979,1.128,1.133
9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3.762,1.387,1.034,1.274,1.278
10,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22,23,0,0,3.722,1.387,1.614,1.952,1.959
8,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,20,23,0,0,3.721,1.383,1.411,1.916,1.939
7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,3.729,1.387,0.896,1.062,1.067
9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3.737,1.387,0.895,1.036,1.038
3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,21,31,0,0,3.734,1.387,0.758,1.249,1.267
6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,23,27,0,3.734,1.387,0.482,0.754,0.812
5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,3.734,1.388,0.879,1.367,1.381
9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,23,0,0,0,3.724,1.388,0.899,1.283,12.204
10,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,19,24,25,0,3.729,1.380,1.393,2.097,2.168
8,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,18,30,0,0,3.751,1.387,1.270,1.646,1.657
11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29,3.751,1.387,0.915,1.363,2.640
12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,3.751,1.388,1.028,1.239,1.245
12,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,3.731,1.388,1.451,2.052,2.098
13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3.740,1.387,1.029,1.077,1.077
9,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,23,31,0,0,3.720,1.387,1.211,1.563,1.571
10,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,23,0,0,3.728,1.380,1.112,1.285,1.290
5,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,20,31,25,0,3.727,1.387,0.832,1.657,2.056
6,1,7,2,1,0,0,0,0,0,0,0,0,0,0,0,33,30,0,0,3.687,1.387,1.700,2.740,2.775
10,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,21,30,0,0,3.685,1.387,1.367,1.894,1.908
6,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,18,23,25,0,3.703,1.387,0.995,1.436,1.497
17,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,21,0,0,3.703,1.387,1.756,2.046,2.052
13,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,3.703,1.387,1.307,1.510,1.524
6,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,17,29,0,0,3.712,1.381,0.652,1.300,1.661
14,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,21,0,0,0,3.708,1.387,1.282,1.607,48.259
13,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,3.667,1.387,1.644,2.136,2.155
9,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,19,26,0,0,3.670,1.387,1.153,1.576,1.589
14,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19,24,0,0,3.683,1.387,1.571,1.864,1.874
15,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,3.683,1.387,1.306,1.616,1.627
11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.683,1.388,0.929,1.054,1.056
12,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,20,24,0,0,3.684,1.388,1.630,2.182,2.197
12,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,3.674,1.381,1.645,1.964,1.968
11,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,19,23,23,0,3.677,1.387,1.020,1.721,2.114
11,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,19,31,25,0,3.680,1.387,0.967,1.274,1.333
11,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,17,22,0,0,3.699,1.387,1.259,1.603,1.614
4,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,19,25,23,0,3.702,1.343,0.964,1.697,1.777
9,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,19,0,0,29,3.713,1.387,1.143,1.688,2.991
5,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,20,0,27,0,3.712,1.387,1.150,1.925,2.309
7,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.712,1.381,0.798,1.320,1.650
6,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,27,0,3.712,1.388,1.481,2.079,2.138
8,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,20,23,0,0,3.711,1.387,1.411,1.885,1.895
14,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19,31,0,0,3.717,1.387,1.317,1.564,1.574
14,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,15,0,0,39,3.732,1.387,1.548,2.529,4.141
6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,3.725,1.387,0.707,0.849,0.854
8,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,19,30,21,0,3.727,1.387,0.935,1.421,1.486
4,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,25,29,0,3.727,1.381,0.645,1.420,1.808
9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,3.727,1.388,0.677,0.783,0.788
16,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,18,29,0,0,3.754,1.388,1.925,2.361,2.382
6,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.754,1.387,0.596,1.117,1.455
6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.754,1.388,1.144,1.658,1.666
10,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,3.754,1.388,1.077,1.472,1.485
6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,17,25,0,0,3.763,1.388,0.870,1.191,1.199
8,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,21,29,0,31,3.755,1.381,1.037,1.699,2.990
11,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,19,21,0,0,3.763,1.387,1.436,2.028,2.356
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.763,1.387,0.348,0.358,0.358
6,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,25,3.773,1.388,1.087,1.765,3.038
7,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,25,0,0,3.773,1.387,0.563,1.070,1.409
9,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,3.773,1.388,1.028,1.528,1.555
8,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,21,23,0,0,3.769,1.388,1.008,1.332,1.340
11,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,21,21,29,0,3.760,1.381,1.360,1.886,1.947
10,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,19,21,0,0,3.763,1.387,1.030,1.368,1.388
9,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,17,29,0,0,3.771,1.387,0.814,1.049,1.068
13,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,3.740,1.387,1.559,1.851,1.855
9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,27,0,3.740,1.387,0.672,0.973,1.040
17,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,29,3.762,1.388,2.238,3.083,4.361
9,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3.773,1.387,1.648,2.103,2.121
6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,3.750,1.381,0.832,1.068,1.071
8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,23,0,0,3.748,1.387,0.987,1.234,1.240
11,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,27,0,3.748,1.387,1.082,1.776,2.155
13,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24,27,0,0,3.723,1.388,1.345,1.603,1.610
12,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,20,0,29,3.723,1.387,0.963,1.601,2.910
13,5,3,1,1,0,1,0,0,0,0,0,0,0,0,0,19,21,0,0,3.735,1.388,2.024,2.958,3.306
4,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,19,25,0,3.735,1.387,0.489,1.202,5.491
14,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,18,25,0,0,3.752,1.381,1.531,1.811,1.818
4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,21,25,0,0,3.748,1.387,0.880,1.298,1.308
14,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,3.744,1.387,1.270,1.530,1.546
9,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,17,23,0,39,3.752,1.387,1.274,2.115,3.405
8,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,17,0,37,33,3.769,1.387,0.955,1.609,2.933
8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,3.748,1.387,0.916,0.996,0.996
7,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,19,22,31,0,3.754,1.388,1.241,1.865,1.931
11,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,3.754,1.381,1.198,1.684,1.701
11,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,23,0,0,3.759,1.388,1.193,1.445,1.451
7,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,20,0,0,0,3.756,1.387,0.996,1.473,1.797
8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0,0,3.712,1.387,0.850,0.997,1.002
8,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,35,29,0,59,3.666,1.387,0.741,1.553,7.171
10,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,20,0,0,0,3.667,1.387,1.281,1.687,71.471
11,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,21,0,0,0,3.662,1.387,1.476,2.100,13.211
12,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,20,0,25,0,3.664,1.381,1.245,1.761,12.964
11,2,4,2,0,1,0,0,0,0,0,0,0,0,0,0,17,21,27,0,3.683,1.387,1.725,2.552,2.623
10,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3.686,1.387,1.032,1.400,1.431
8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,3.705,1.387,0.927,1.008,1.008
6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,3.701,1.388,0.986,1.326,1.331
4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,17,27,27,0,3.710,1.387,0.491,0.893,0.966
8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3.713,1.387,0.684,0.722,0.722
5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,3.704,1.382,0.476,0.508,0.508
10,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,0,0,39,3.698,1.344,0.981,1.388,2.723
10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,23,25,0,0,3.689,1.387,1.024,1.257,1.263
11,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,23,27,0,0,3.672,1.387,1.314,1.749,1.766
11,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,3.672,1.387,1.098,1.501,1.559
6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0,0,3.651,1.388,0.599,0.722,0.727
13,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,3.659,1.387,1.505,2.201,2.550
10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,3.642,1.382,1.268,1.541,1.545
9,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,15,24,0,0,3.658,1.387,1.156,1.581,1.594
9,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,24,0,0,0,3.636,1.387,1.193,1.579,22.596
10,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,19,31,0,0,3.640,1.387,1.187,1.527,1.535
4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,3.638,1.387,0.710,0.948,0.951
13,0,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,21,0,0,3.638,1.388,1.614,2.567,2.926
9,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,20,33,0,0,3.643,1.388,1.754,2.283,2.293
11,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3.651,1.387,1.779,2.363,2.372
8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,23,0,0,3.654,1.382,0.894,1.126,1.133
9,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,17,0,29,0,3.673,1.387,0.954,1.416,1.499
10,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,20,25,0,27,3.674,1.387,1.003,1.488,2.796
11,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,20,23,0,0,3.675,1.387,1.517,1.980,1.990
11,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,23,0,0,3.676,1.387,1.072,1.227,1.232
10,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,17,21,0,0,3.694,1.387,1.324,2.095,2.446
6,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,17,29,0,0,3.738,1.387,1.215,1.822,2.153
14,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,19,23,0,0,3.740,1.382,1.302,1.842,2.173
14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.740,1.387,1.152,1.391,1.407
9,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,24,21,0,0,3.715,1.388,1.265,1.840,1.876
8,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,25,23,0,0,3.670,1.387,1.285,1.967,2.305
8,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,22,0,0,0,3.659,1.387,1.141,1.768,12.901
9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3.680,1.387,1.516,1.767,1.770
13,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,3.686,1.387,1.468,2.046,2.378
7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,27,0,0,3.705,1.382,0.932,1.180,1.187
13,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,21,23,0,0,3.701,1.387,1.413,2.168,2.517
10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3.713,1.387,1.333,1.541,1.543
9,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,3.713,1.387,0.000,1.420,1.442
10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.713,1.388,1.145,1.470,1.475
4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,20,23,0,0,3.712,1.388,1.275,1.842,1.854
4,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,26,21,25,0,3.676,1.387,0.617,1.044,1.118
11,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,33,0,0,3.676,1.382,1.009,1.687,6.022
8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3.686,1.388,0.985,1.228,1.231
10,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,23,23,31,0,3.668,1.387,1.020,1.348,1.407
8,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,3.669,1.387,0.989,1.264,1.281
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.669,1.387,0.505,0.618,0.620
11,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,22,23,31,0,3.659,1.388,1.242,1.676,1.738
5,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,3.669,1.387,0.877,1.361,1.693
9,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,20,19,0,0,3.671,1.382,1.503,1.987,1.997
15,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,3.672,1.387,1.731,2.032,2.036
9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3.682,1.387,1.057,1.302,1.306
16,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,18,23,29,0,3.694,1.387,1.585,2.025,2.086
17,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,21,29,0,3.694,1.387,1.415,1.814,1.874
12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,0,3.694,1.388,0.867,1.065,1.119
6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,3.682,1.388,0.964,1.225,1.229
8,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,18,23,0,0,3.707,1.382,1.437,1.921,1.934
16,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,3.706,1.387,1.544,1.833,1.849
8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,3.676,1.387,1.109,1.374,1.377
12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.676,1.387,0.861,1.191,1.520
10,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,25,0,0,3.686,1.388,1.266,1.543,1.549
8,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,23,25,0,3.686,1.387,0.657,1.048,1.122
3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,30,0,0,3.740,1.388,0.658,0.903,0.912
11,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,17,24,29,0,3.749,1.382,1.361,2.151,2.236
6,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,27,0,3.759,1.387,1.106,1.634,1.692
4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,3.759,1.387,0.514,0.795,0.806
10,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3.764,1.388,1.248,1.620,1.638
12,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19,25,0,0,3.766,1.345,1.075,1.301,1.310
6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.766,1.387,0.706,0.919,0.922
10,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,21,0,0,0,3.757,1.388,1.375,2.037,2.364
7,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,31,0,27,0,3.657,1.382,1.485,2.156,2.218
11,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,3.657,1.387,1.327,1.837,1.852
14,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,25,0,3.659,1.388,1.830,2.410,2.469
12,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,23,0,31,3.659,1.387,1.055,1.606,2.920
6,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,3.651,1.388,1.244,1.664,1.682
11,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,18,22,0,0,3.670,1.387,1.288,1.993,6.311
2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29,3.670,1.387,0.590,1.236,2.544
9,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,24,0,25,0,3.648,1.383,1.360,1.911,1.971
8,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,26,0,0,3.667,1.387,0.953,1.280,1.294
7,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,3.680,1.387,0.941,1.326,1.356
7,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,17,0,0,0,3.689,1.387,0.973,1.741,2.101
10,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,19,29,0,0,3.698,1.387,1.289,1.676,1.697
14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,3.698,1.387,1.037,1.153,1.158
8,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,19,25,23,0,3.702,1.388,1.043,1.546,1.608
9,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,17,22,0,0,3.719,1.382,1.115,1.516,48.193
6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,3.731,1.387,0.832,1.099,1.115
6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3.734,1.387,0.978,1.315,1.320
6,3,2,1,1,2,0,0,0,0,0,0,0,0,0,0,24,21,28,0,3.696,1.387,1.187,2.016,2.147
9,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,21,25,35,0,3.693,1.387,1.061,1.642,1.712
20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,29,0,0,3.697,1.387,1.583,1.733,1.738
5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19,35,0,0,3.700,1.387,0.566,0.774,0.783
9,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,19,0,0,33,3.703,1.387,1.053,1.974,7.535
7,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,21,0,0,0,3.697,1.382,1.069,1.748,2.094
10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,3.682,1.387,1.128,1.375,1.379
13,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,19,0,41,3.682,1.387,0.979,1.730,3.363
16,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,21,0,0,3.700,1.388,1.539,1.725,1.730
12,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,3.700,1.387,1.455,2.061,2.121
9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3.703,1.388,0.904,1.045,1.047
8,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,21,0,0,0,3.691,1.387,1.205,1.714,2.044
13,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,3.691,1.383,1.439,2.172,2.260
10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,39,3.691,1.388,0.858,1.312,2.610
10,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3.718,1.388,1.529,2.030,2.049
9,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,20,23,0,0,3.718,1.387,1.551,2.194,2.210
14,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,22,21,0,0,3.705,1.387,1.577,2.243,2.577
10,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,20,23,0,0,3.705,1.387,1.306,1.669,1.681
7,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,3.699,1.387,1.205,1.680,1.700
14,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,25,23,0,3.699,1.383,1.211,1.909,2.298
14,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,27,0,29,39,3.678,1.387,1.284,1.944,3.301
10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.678,1.387,0.860,0.983,0.985
