OPC-N2 FirmwareVer=OPC-018.2..............................BD
OPC-N2 176880013                                            
Config info:
GSC,1.000
LaserDAC,183
FanDAC,255
ToFtoSFRfactor,74
BinNo,Bin0,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15
Boundary(upper),17,27,41,60,79,123,234,388,575,909,1294,1866,2475,3092,3685,4095
ParticleVolume(um3),0.051,0.151,0.401,0.894,1.646,3.209,8.530,22.449,47.713,99.541,199.532,381.703,696.910,1150.347,1767.146,2460.612
ParticleDensity(g/ml),1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650
SampleVolumeWeighting,4.500,3.000,2.000,0.500,0.300,0.250,0.250,0.250,0.350,0.450,0.500,0.800,1.000,1.000,1.000,1.000
DataRequestInterval(s),1.398
MaxDataArraysPerFile,61798
Data:
Bin0,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,MToFBin1(us/3),MToFBin3,MToFBin5,MToFBin7,SFR(ml/s),SamplingPeriod(s),PM1(ug/m3),PM2.5,PM10
13,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,17,25,0,0,3.687,1.388,1.579,2.460,6.756
10,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,18,35,0,0,3.705,1.387,1.408,1.785,1.793
8,1,2,0,0,0,2,0,0,0,0,0,1,0,0,0,17,0,0,0,3.714,1.387,0.991,1.859,71.391
9,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,3.705,1.387,0.930,1.183,1.199
9,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,27,25,0,0,3.663,1.383,1.178,1.611,1.628
5,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,21,21,0,0,3.654,1.387,0.900,1.394,1.730
8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3.658,1.387,0.843,0.985,0.987
15,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,18,0,32,0,3.683,1.388,1.584,2.050,2.159
6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.683,1.387,0.574,0.689,0.691
7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3.693,1.388,0.764,0.902,0.904
8,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,20,0,25,0,3.693,1.388,1.267,1.839,1.911
7,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,3.679,1.383,1.600,2.121,2.131
12,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,43,0,3.679,1.387,1.348,2.272,2.674
6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,3.681,1.388,1.207,1.512,1.515
12,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,3.681,1.387,1.074,1.401,1.422
11,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,19,25,0,0,3.690,1.388,1.222,1.813,2.160
7,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,3.708,1.387,1.175,1.569,1.587
9,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,3.726,1.387,1.044,1.348,1.376
9,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,22,21,0,0,3.695,1.342,1.491,2.132,2.478
5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,22,27,0,0,3.678,1.387,1.062,1.432,1.440
8,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,19,26,0,0,3.681,1.387,1.226,1.749,1.764
7,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,19,25,0,0,3.685,1.387,0.960,1.290,1.298
8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,3.685,1.387,0.958,1.120,1.122
6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,25,0,0,29,3.670,1.387,0.578,1.057,2.375
8,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,15,21,0,0,3.686,1.387,1.333,2.174,2.513
3,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,19,0,0,37,3.695,1.383,1.029,2.044,3.676
5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,3.686,1.387,0.503,0.646,0.661
11,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,25,0,3.686,1.388,1.100,1.806,2.191
3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,16,0,0,0,3.722,1.388,0.724,1.197,1.524
9,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,15,21,0,0,3.737,1.387,1.087,1.415,1.423
10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,3.721,1.387,1.116,1.361,1.364
4,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,3.749,1.387,1.046,1.371,1.387
10,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,21,0,0,0,3.745,1.383,0.973,1.416,1.742
7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,23,21,0,0,3.725,1.387,0.923,1.169,1.176
6,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,19,22,29,0,3.730,1.387,1.086,1.801,1.882
11,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,20,19,0,0,3.729,1.387,1.622,2.401,2.735
9,3,1,0,0,1,2,0,0,0,0,0,0,0,0,0,18,0,25,0,3.745,1.387,1.162,2.115,2.817
11,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,22,21,0,0,3.732,1.387,1.102,1.341,1.351
5,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,25,0,3.732,1.387,0.718,1.624,2.034
10,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,19,23,33,33,3.734,1.384,1.039,2.071,3.741
3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,3.734,1.387,0.840,1.338,1.349
9,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,22,34,0,0,3.721,1.388,1.136,1.585,1.610
7,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,21,24,0,0,3.714,1.387,1.017,1.439,1.455
9,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.714,1.387,1.221,1.891,12.848
6,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,18,25,0,0,3.732,1.388,0.825,1.447,26.152
9,3,2,0,0,3,1,0,0,0,0,0,0,0,0,0,22,0,24,0,3.712,1.387,1.345,2.454,2.945
4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.712,1.387,0.576,0.787,0.790
8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,0,3.712,1.384,0.729,1.021,1.077
12,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,21,0,35,0,3.706,1.388,1.259,1.904,2.286
10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3.715,1.387,0.825,0.867,0.867
10,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3.724,1.388,1.408,1.855,1.862
13,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,3.705,1.387,1.359,1.753,1.783
7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,0,23,0,3.699,1.387,0.753,0.985,1.039
11,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,3.690,1.387,1.223,1.583,1.601
7,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19,23,0,0,3.699,1.383,0.952,1.208,1.218
6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,29,0,0,3.676,1.387,0.959,1.147,1.152
13,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,21,24,0,0,3.671,1.387,1.909,2.793,2.838
5,4,3,2,0,1,1,0,0,0,0,0,0,0,0,0,19,28,23,0,3.684,1.387,1.399,2.460,2.857
9,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,19,41,0,0,3.697,1.387,1.461,1.858,1.867
9,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,3.700,1.387,0.912,1.356,1.685
9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.700,1.387,0.663,0.793,0.807
8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3.709,1.384,0.981,1.223,1.227
13,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,22,19,0,0,3.697,1.387,1.502,1.864,1.873
6,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,19,0,28,0,3.711,1.387,1.204,1.773,1.882
7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,33,0,0,3.729,1.387,0.922,1.168,1.174
10,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,21,23,0,0,3.715,1.387,1.377,1.673,1.680
5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3.721,1.387,0.592,0.645,0.645
11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.721,1.388,1.506,2.035,2.043
6,2,4,1,0,0,0,1,0,0,0,0,0,0,0,0,22,21,0,29,3.708,1.384,1.303,2.185,3.491
7,3,1,1,0,1,2,0,0,0,0,0,0,0,0,0,19,25,25,0,3.717,1.387,1.076,2.120,2.832
6,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.717,1.387,0.869,1.488,1.819
7,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,23,0,25,45,3.707,1.388,0.780,1.420,2.766
9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3.721,1.387,1.379,1.606,1.608
10,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3.734,1.387,1.470,1.809,1.825
13,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,3.733,1.387,1.323,1.603,1.619
6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,3.749,1.383,0.924,1.101,1.103
11,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,17,21,0,31,3.774,1.387,1.334,2.039,3.327
6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,23,25,0,0,3.763,1.387,0.871,1.191,1.199
10,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,23,0,0,0,3.733,1.346,1.401,2.006,2.343
12,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.733,1.387,1.432,2.161,2.492
13,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,3.750,1.388,1.435,1.759,69.975
14,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,19,21,0,0,3.762,1.387,1.731,2.315,6.519
7,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.762,1.383,0.805,1.130,1.148
6,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,22,0,0,27,3.748,1.388,1.094,1.777,3.059
9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,3.728,1.387,1.017,1.180,1.181
9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,3.719,1.387,0.900,1.041,1.043
11,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,3.718,1.387,1.747,2.351,2.372
8,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,18,27,0,0,3.735,1.387,1.447,2.006,2.020
13,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,3.751,1.387,1.606,2.118,2.149
15,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,3.747,1.383,1.679,2.232,2.256
9,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,3.743,1.387,0.920,1.171,1.187
5,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,3.743,1.387,0.631,1.003,1.019
6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,3.730,1.388,0.952,1.210,1.213
6,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,3.737,1.387,1.103,1.791,2.133
8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,3.737,1.387,0.606,0.709,0.714
8,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.737,1.388,1.315,1.946,1.968
12,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,27,0,3.736,1.388,1.096,1.335,1.388
12,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,3.710,1.383,1.479,1.692,1.694
15,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,3.710,1.387,1.686,1.905,1.907
5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,3.710,1.387,0.398,0.496,0.501
9,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,0,0,0,3.686,1.388,1.130,1.539,1.867
12,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,3.641,1.387,1.801,2.225,2.230
13,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,29,0,3.643,1.387,1.345,1.696,1.753
11,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,18,21,0,0,3.676,1.387,1.657,2.181,2.207
10,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,26,0,3.676,1.383,0.762,1.745,2.515
12,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,33,43,0,3.676,1.388,1.369,2.270,2.663
14,2,5,1,0,0,0,1,0,0,0,0,0,0,0,0,19,25,0,51,3.682,1.387,2.025,3.030,4.343
5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,3.684,1.387,1.109,1.330,1.333
6,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,19,20,25,0,3.687,1.387,0.656,1.041,1.104
8,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,17,23,37,0,3.696,1.387,0.897,1.300,1.360
8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,23,0,0,3.696,1.387,1.001,1.251,1.258
6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,3.696,1.383,0.472,0.573,0.578
11,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,3.696,1.388,1.167,1.366,1.380
8,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,20,22,0,0,3.697,1.387,1.489,2.133,2.150
7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3.715,1.387,1.027,1.287,1.291
8,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,17,29,0,0,3.724,1.387,1.167,1.596,1.606
6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,3.724,1.387,0.493,0.704,0.723
7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3.726,1.388,0.611,0.647,0.647
9,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,23,0,27,3.726,1.383,1.021,2.093,7.644
12,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,19,21,0,0,3.736,1.387,1.808,2.608,2.942
9,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,3.736,1.387,0.968,1.275,1.283
13,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0,0,0,3.753,1.388,1.441,2.009,2.335
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.753,1.387,0.279,0.287,0.287
7,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,35,0,0,3.753,1.388,0.685,1.185,1.513
8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,25,0,0,3.756,1.388,0.866,1.091,1.097
7,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,27,0,31,3.756,1.383,0.727,1.686,7.194
7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,3.736,1.388,0.729,0.786,0.786
8,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,22,23,0,29,3.722,1.388,1.187,1.953,3.251
7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,29,0,0,3.740,1.387,0.920,1.165,1.171
16,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,13,23,0,0,3.761,1.387,1.902,2.530,2.546
13,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,21,25,0,0,3.749,1.387,1.336,1.623,1.642
5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,3.702,1.387,1.103,1.324,1.326
8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.702,1.383,0.741,0.972,0.988
12,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,23,0,0,3.702,1.388,1.048,1.565,1.898
7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,3.702,1.388,1.177,1.541,1.546
14,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,3.725,1.387,1.635,1.961,1.977
12,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,3.721,1.387,1.328,1.775,1.798
7,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,19,21,0,0,3.727,1.387,1.215,1.664,1.674
8,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,20,23,0,0,3.726,1.346,1.295,1.950,1.983
7,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,3.737,1.383,0.904,1.173,1.189
10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,25,0,0,3.746,1.387,0.863,0.991,0.996
10,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,25,19,25,0,3.730,1.387,1.192,1.868,1.983
12,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,3.735,1.387,1.563,2.021,2.031
4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,17,21,0,0,3.744,1.387,0.616,0.943,0.964
6,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,3.734,1.387,0.884,1.341,1.373
10,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,21,26,25,0,3.730,1.387,1.075,1.565,1.629
13,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,19,23,0,0,3.732,1.383,1.159,1.626,1.674
6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3.737,1.387,0.951,1.208,1.211
5,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,19,31,0,0,3.747,1.387,1.023,1.605,1.935
7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.747,1.387,0.634,0.749,0.751
5,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,18,25,25,0,3.758,1.388,0.792,1.203,1.262
11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,3.754,1.387,1.076,1.307,1.313
13,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,21,19,0,0,3.735,1.387,1.700,2.021,2.028
4,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33,3.735,1.383,0.722,1.362,2.652
11,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,21,0,0,3.735,1.388,0.969,1.479,1.809
13,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,35,0,3.733,1.388,2.162,3.031,3.095
13,4,1,2,0,0,1,0,0,0,0,0,0,0,0,0,16,26,0,0,3.779,1.387,1.614,2.293,2.625
8,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,17,22,0,0,3.803,1.387,1.135,1.485,1.496
6,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,18,21,0,0,3.816,1.387,0.994,1.338,1.349
9,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,17,21,27,0,3.824,1.387,0.936,1.326,1.385
8,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,0,31,3.839,1.383,0.782,1.159,2.409
14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.839,1.387,1.238,1.462,1.466
8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,3.813,1.388,1.848,2.464,2.472
13,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3.840,1.387,1.311,1.662,1.679
9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.840,1.387,0.614,0.967,5.080
4,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,16,0,0,0,3.861,1.388,0.791,1.326,1.642
11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.861,1.387,0.771,0.899,0.913
6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,3.853,1.388,1.179,1.546,1.551
7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,3.827,1.383,1.117,1.391,1.395
9,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,18,25,11,0,3.839,1.387,1.066,1.484,1.545
11,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,3.834,1.387,1.436,1.872,1.879
7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,3.848,1.387,0.734,0.866,0.868
11,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,24,0,33,0,3.803,1.388,1.555,2.107,2.164
7,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,0,3.803,1.387,0.839,1.584,5.759
9,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,21,0,0,0,3.793,1.388,1.032,1.596,1.930
10,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,24,0,0,0,3.765,1.383,1.370,1.796,47.870
6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3.769,1.387,0.942,1.197,1.201
3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,20,23,0,0,3.767,1.387,0.516,0.761,0.779
9,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,21,0,23,0,3.759,1.387,0.887,1.417,1.792
12,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,3.755,1.387,1.602,1.912,1.916
14,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,3.753,1.387,1.504,1.776,1.780
14,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0,0,0,3.762,1.387,1.824,2.673,3.003
13,5,0,0,0,2,0,0,1,0,0,0,0,0,0,0,21,0,27,0,3.742,1.383,1.543,2.367,6.707
9,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,21,29,0,0,3.735,1.387,0.941,1.200,1.219
8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.735,1.387,0.852,1.071,1.074
15,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,3.734,1.388,1.582,1.857,1.860
9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,3.768,1.387,1.414,1.796,1.801
5,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,25,0,0,3.768,1.387,0.569,1.173,1.514
5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,18,23,0,0,3.778,1.388,0.797,1.145,1.165
7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,3.778,1.383,0.676,0.877,0.883
8,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,17,21,33,0,3.794,1.388,0.848,1.161,1.218
8,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,3.754,1.387,1.321,1.855,1.870
11,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,0,3.754,1.387,1.219,1.714,1.772
8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15,25,0,0,3.769,1.388,0.863,1.087,1.093
8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,3.747,1.387,1.061,1.242,1.244
10,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,21,27,0,0,3.726,1.387,1.759,2.198,2.206
13,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,3.726,1.383,1.255,1.572,1.580
10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3.729,1.388,0.821,0.863,0.863
16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3.734,1.346,1.553,1.734,1.736
7,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,19,23,27,0,3.746,1.387,1.153,1.832,2.213
11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,3.746,1.387,0.814,0.923,0.928
6,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,17,27,0,0,3.754,1.388,0.924,1.465,1.501
12,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,19,26,0,0,3.756,1.387,1.335,1.755,1.768
13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,3.777,1.383,1.029,1.373,1.695
5,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,20,31,0,0,3.774,1.387,1.042,1.699,2.028
9,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,3.744,1.387,1.211,1.663,1.682
6,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,24,0,0,35,3.706,1.387,0.933,1.442,2.735
12,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,22,0,33,0,3.689,1.387,1.379,1.745,1.801
7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15,19,0,0,3.704,1.387,0.808,1.034,1.040
4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,23,21,0,0,3.677,1.387,1.139,1.609,1.619
12,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0,0,0,3.687,1.383,1.279,1.836,2.168
7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,3.684,1.387,0.618,0.654,0.654
12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.684,1.388,1.148,1.377,1.381
11,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0,0,0,3.728,1.388,1.523,2.054,2.381
5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,3.728,1.387,0.880,1.369,1.383
8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0,27,0,3.733,1.388,0.962,1.294,1.350
16,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,25,0,23,0,3.702,1.387,1.543,2.197,2.580
8,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,21,27,0,3.702,1.387,0.939,1.595,1.711
8,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,17,0,25,0,3.711,1.383,0.857,1.474,1.856
9,2,5,1,0,0,1,0,0,0,0,0,0,0,0,0,23,27,0,0,3.693,1.387,1.670,2.635,2.976
11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3.702,1.387,1.046,1.191,1.193
7,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,3.696,1.387,1.353,1.931,1.952
