 

stn;time;tso005s0;gre000z0;tre200s0;tre005s0;rre150z0;ure000s0
AGMDAR;201806180440;19.2;33;15.3;15.3;0.0;72.0
AGMDAR;201806180450;19.1;37;15.3;15.2;0.0;72.2
AGMDAR;201806180500;19.1;40;15.4;15.1;0.0;70.8
AGMDAR;201806180510;19.1;54;15.5;15.2;0.0;69.9
AGMDAR;201806180520;19.1;156;15.8;15.8;0.0;70.3
AGMDAR;201806180530;19.1;251;16.9;17.7;0.0;67.1
AGMDAR;201806180540;19.1;289;17.6;18.7;0.0;65.0
AGMDAR;201806180550;19.0;256;18.2;19.3;0.0;64.7
AGMDAR;201806180600;19.0;354;18.3;20.2;0.0;65.9
AGMDAR;201806180610;19.0;386;18.7;21.3;0.0;63.8
AGMDAR;201806180620;19.0;395;18.9;21.7;0.0;64.2
AGMDAR;201806180630;-;-;-;-;-;-
AGMDAR;201806180640;19.0;489;19.2;22.0;0.0;62.7
AGMDAR;201806180650;19.0;519;19.3;23.2;0.0;62.5
AGMDAR;201806180700;19.0;552;19.6;23.3;0.0;60.9
AGMDAR;201806180710;19.0;547;19.7;24.2;0.0;60.1
AGMDAR;201806180720;19.0;602;19.7;25.1;0.0;60.8
AGMDAR;201806180730;19.0;623;19.5;25.6;0.0;61.8
AGMDAR;201806180740;19.0;683;19.8;26.4;0.0;59.7
AGMDAR;201806180750;19.1;697;20.2;27.1;0.0;58.2
AGMDAR;201806180800;19.1;729;19.8;27.0;0.0;58.5
AGMDAR;201806180810;19.1;770;20.0;27.2;0.0;57.8
AGMDAR;201806180820;19.1;853;20.2;28.2;0.0;58.3
AGMDAR;201806180830;19.2;839;20.1;27.9;0.0;57.3
AGMDAR;201806180840;19.2;852;20.3;28.6;0.0;55.7
AGMDAR;201806180850;19.2;825;20.2;28.1;0.0;55.0
AGMDAR;201806180900;19.3;833;20.5;28.1;0.0;57.0
AGMDAR;201806180910;19.3;879;20.7;28.9;0.0;56.3
AGMDAR;201806180920;19.4;921;20.4;28.2;0.0;57.1
AGMDAR;201806180930;19.4;961;20.8;29.1;0.0;57.2
AGMDAR;201806180940;19.5;764;21.2;29.4;0.0;56.4
AGMDAR;201806180950;19.5;856;21.5;28.9;0.0;57.6
AGMDAR;201806181000;19.6;982;21.2;29.0;0.0;54.5
AGMDAR;201806181010;19.6;989;21.3;29.9;0.0;54.8
AGMDAR;201806181020;19.7;1004;21.8;31.2;0.0;55.8
AGMDAR;201806181030;19.7;1012;21.7;30.6;0.0;54.6
AGMDAR;201806181040;19.8;788;21.9;31.5;0.0;53.2
AGMDAR;201806181050;19.8;345;21.5;28.6;0.0;56.3
AGMDAR;201806181100;19.9;776;21.6;27.2;0.0;56.7
AGMDAR;201806181110;19.9;1080;22.5;30.6;0.0;53.8
AGMDAR;201806181120;20.0;1053;22.4;31.5;0.0;52.4
AGMDAR;201806181130;20.1;1065;23.1;32.8;0.0;50.4
AGMDAR;201806181140;20.1;1093;23.2;33.3;0.0;50.6
AGMDAR;201806181150;20.2;506;22.2;28.6;0.0;54.1
AGMDAR;201806181200;20.2;1107;23.1;31.0;0.0;52.1
AGMDAR;201806181210;20.3;882;23.2;32.2;0.0;52.1
AGMDAR;201806181220;20.3;1040;23.3;31.9;0.0;52.4
AGMDAR;201806181230;20.4;1022;23.6;32.4;0.0;51.0
AGMDAR;201806181240;20.4;805;23.5;32.0;0.0;51.0
AGMDAR;201806181250;20.5;810;23.0;29.6;0.0;51.3
AGMDAR;201806181300;20.5;898;23.7;31.4;0.0;50.4
AGMDAR;201806181310;20.6;405;22.8;27.8;0.0;51.1
AGMDAR;201806181320;20.6;751;23.1;26.7;0.0;50.3
AGMDAR;201806181330;20.7;877;24.1;29.2;0.0;50.8
AGMDAR;201806181340;20.7;943;23.7;29.3;0.0;50.2
AGMDAR;201806181350;20.7;741;23.8;29.4;0.0;49.8
AGMDAR;201806181400;20.8;746;24.0;29.4;0.0;49.5
AGMDAR;201806181410;20.8;757;23.6;27.8;0.0;51.2
AGMDAR;201806181420;20.8;844;24.1;29.2;0.0;49.6
AGMDAR;201806181430;20.9;721;24.3;28.7;0.0;48.3
AGMDAR;201806181440;20.9;400;23.3;25.8;0.0;50.9
AGMDAR;201806181450;20.9;125;23.1;24.1;0.0;50.2
AGMDAR;201806181500;20.9;403;23.4;24.2;0.0;50.6
AGMDAR;201806181510;20.9;798;25.0;27.8;0.0;46.5
AGMDAR;201806181520;20.9;327;23.8;25.6;0.0;49.4
AGMDAR;201806181530;21.0;84;22.7;22.7;0.0;54.6
AGMDAR;201806181540;21.0;358;22.9;22.5;0.0;53.8
AGMDAR;201806181550;21.0;639;24.4;23.5;0.0;46.4
AGMDAR;201806181600;21.0;611;24.3;24.0;0.0;47.2
AGMDAR;201806181610;21.0;239;23.5;23.3;0.0;48.7
AGMDAR;201806181620;21.0;579;24.0;23.6;0.0;47.9
AGMDAR;201806181630;21.0;545;24.3;24.1;0.0;46.8
AGMDAR;201806181640;21.0;502;24.2;23.5;0.0;47.2
AGMDAR;201806181650;20.9;443;24.0;23.1;0.0;47.3
AGMDAR;201806181700;20.9;383;23.9;22.4;0.0;48.1
AGMDAR;201806181710;20.9;347;23.8;22.2;0.0;48.5
AGMDAR;201806181720;20.9;269;23.7;22.0;0.0;49.0
AGMDAR;201806181730;20.9;180;23.3;21.5;0.0;49.2
AGMDAR;201806181740;20.9;170;23.0;21.1;0.0;49.9
AGMDAR;201806181750;20.9;188;22.8;20.7;0.0;50.7
AGMDAR;201806181800;20.9;181;22.6;20.5;0.0;51.2
AGMDAR;201806181810;20.8;97;22.1;20.1;0.0;52.8
AGMDAR;201806181820;20.8;29;21.3;19.6;0.0;53.7
AGMDAR;201806181830;20.8;27;21.3;19.2;0.0;52.8
AGMDAR;201806181840;20.8;23;21.2;19.2;0.0;53.3
AGMDAR;201806181850;20.7;18;20.9;18.9;0.0;54.5
AGMDAR;201806181900;20.7;15;20.6;18.9;0.0;56.3
AGMDAR;201806181910;20.7;11;20.2;18.7;0.0;58.0
AGMDAR;201806181920;20.7;8;20.1;18.3;0.0;58.3
AGMDAR;201806181930;-;-;-;-;-;-
AGMDAR;201806181940;20.6;3;19.5;17.5;0.0;61.7
AGMDAR;201806181950;20.6;1;19.4;17.2;0.0;61.6
AGMDAR;201806182000;20.5;0;19.2;17.0;0.0;62.2
AGMDAR;201806182010;20.5;0;19.6;16.9;0.0;59.7
AGMDAR;201806182020;20.5;0;19.6;16.9;0.0;59.3
AGMDAR;201806182030;20.5;0;19.5;16.7;0.0;59.6
AGMDAR;201806182040;20.4;0;19.3;16.5;0.0;60.3
AGMDAR;201806182050;20.4;0;18.2;16.3;0.0;67.3
AGMDAR;201806182100;20.4;0;17.6;16.2;0.0;71.7
AGMDAR;201806182110;20.3;0;18.4;16.2;0.0;67.1
AGMDAR;201806182120;20.3;0;18.3;16.2;0.0;67.3
AGMDAR;201806182130;20.3;0;18.7;16.0;0.0;64.5
AGMDAR;201806182140;20.2;0;18.6;16.0;0.0;65.1
AGMDAR;201806182150;20.2;0;18.7;15.9;0.0;64.0
AGMDAR;201806182200;20.2;0;17.1;15.8;0.0;74.0
AGMDAR;201806182210;20.1;0;17.2;15.8;0.0;72.3
AGMDAR;201806182220;20.1;0;17.6;15.7;0.0;69.3
AGMDAR;201806182230;20.0;0;17.8;15.5;0.0;68.0
AGMDAR;201806182240;20.0;0;18.0;15.5;0.0;66.9
AGMDAR;201806182250;20.0;0;18.0;15.3;0.0;66.8
AGMDAR;201806182300;19.9;0;17.4;15.1;0.0;69.6
AGMDAR;201806182310;19.9;0;17.4;15.2;0.0;68.4
AGMDAR;201806182320;19.9;0;18.1;15.1;0.0;66.0
AGMDAR;201806182330;19.9;0;17.9;15.0;0.0;67.2
AGMDAR;201806182340;19.8;0;17.9;15.1;0.0;67.9
AGMDAR;201806182350;19.8;0;17.8;15.0;0.0;69.2
AGMDAR;201806190000;19.8;0;17.8;14.8;0.0;69.5
AGMDAR;201806190010;19.7;0;17.6;14.8;0.0;70.1
AGMDAR;201806190020;19.7;0;17.4;14.6;0.0;70.7
AGMDAR;201806190030;19.7;0;17.2;14.5;0.0;71.8
AGMDAR;201806190040;19.6;0;17.0;14.4;0.0;72.6
AGMDAR;201806190050;19.6;0;17.2;14.5;0.0;72.0
AGMDAR;201806190100;19.6;0;17.0;14.3;0.0;73.2
AGMDAR;201806190110;19.5;0;16.8;14.2;0.0;74.6
AGMDAR;201806190120;19.5;0;16.1;14.1;0.0;78.2
AGMDAR;201806190130;19.5;0;16.6;14.2;0.0;75.2
AGMDAR;201806190140;19.5;0;16.8;14.0;0.0;74.6
AGMDAR;201806190150;19.4;0;16.7;14.0;0.0;75.2
AGMDAR;201806190200;19.4;0;15.7;14.1;0.0;80.3
AGMDAR;201806190210;19.4;0;15.4;14.3;0.0;81.8
AGMDAR;201806190220;19.3;0;15.5;14.3;0.0;80.9
AGMDAR;201806190230;19.3;0;15.9;14.2;0.0;79.6
AGMDAR;201806190240;19.3;0;15.8;14.1;0.0;80.1
AGMDAR;201806190250;19.2;0;14.5;13.9;0.0;86.1
AGMDAR;201806190300;19.2;0;14.6;13.9;0.0;86.1
AGMDAR;201806190310;19.2;0;15.0;14.0;0.0;84.4
AGMDAR;201806190320;19.1;0;15.5;14.0;0.0;81.6
AGMDAR;201806190330;19.1;1;15.6;14.0;0.0;81.5
AGMDAR;201806190340;19.1;3;15.5;13.8;0.0;81.3
AGMDAR;201806190350;19.1;6;15.7;14.0;0.0;80.5
AGMDAR;201806190400;19.0;18;16.1;14.2;0.0;79.2
AGMDAR;201806190410;19.0;38;16.0;14.6;0.0;80.7
AGMDAR;201806190420;19.0;61;16.6;15.4;0.0;77.7
AGMDAR;201806190430;19.0;84;16.5;16.2;0.0;79.2
AGMDAR;201806190440;19.0;109;16.2;17.5;0.0;81.1
AGMDAR;201806190450;18.9;136;16.5;18.3;0.0;80.0
AGMDAR;201806190500;18.9;165;16.8;18.9;0.0;79.2
AGMDAR;201806190510;18.9;195;17.1;19.6;0.0;77.6
AGMDAR;201806190520;18.9;225;17.4;19.9;0.0;76.6
AGMDAR;201806190530;18.9;258;17.5;20.5;0.0;76.6
AGMDAR;201806190540;18.9;290;18.0;20.9;0.0;75.2
AGMDAR;201806190550;18.9;322;18.1;21.2;0.0;74.2
AGMDAR;201806190600;18.9;355;18.1;21.4;0.0;74.6
AGMDAR;201806190610;18.9;387;18.5;22.1;0.0;73.9
AGMDAR;201806190620;18.9;419;18.6;22.6;0.0;71.8
AGMDAR;201806190630;-;-;-;-;-;-
AGMDAR;201806190640;18.9;483;19.1;23.5;0.0;68.5
AGMDAR;201806190650;18.9;513;19.2;23.7;0.0;67.6
AGMDAR;201806190700;18.9;546;19.6;24.3;0.0;66.4
AGMDAR;201806190710;18.9;576;19.9;24.9;0.0;64.4
AGMDAR;201806190720;18.9;607;20.1;25.8;0.0;63.0
AGMDAR;201806190730;18.9;638;20.4;26.6;0.0;62.0
AGMDAR;201806190740;19.0;666;20.2;26.4;0.0;61.6
AGMDAR;201806190750;19.0;657;20.4;25.9;0.0;61.5
AGMDAR;201806190800;19.0;719;20.5;26.3;0.0;61.6
AGMDAR;201806190810;19.0;747;20.9;27.6;0.0;61.0
AGMDAR;201806190820;19.1;770;21.0;27.1;0.0;59.6
AGMDAR;201806190830;19.1;797;21.1;27.3;0.0;60.0
AGMDAR;201806190840;19.1;818;21.3;27.4;0.0;60.7
AGMDAR;201806190850;19.2;838;21.3;27.8;0.0;61.0
AGMDAR;201806190900;19.2;857;21.6;28.2;0.0;60.5
AGMDAR;201806190910;19.3;877;21.4;27.8;0.0;60.6
AGMDAR;201806190920;19.3;895;21.6;27.7;0.0;60.2
AGMDAR;201806190930;19.3;912;21.6;27.5;0.0;59.8
AGMDAR;201806190940;19.4;926;21.8;27.8;0.0;59.8
AGMDAR;201806190950;19.4;941;22.1;28.7;0.0;59.4
AGMDAR;201806191000;19.5;953;22.0;28.5;0.0;59.8
AGMDAR;201806191010;19.5;966;22.2;28.5;0.0;59.7
AGMDAR;201806191020;19.6;978;22.4;28.9;0.0;59.2
AGMDAR;201806191030;19.6;986;22.4;29.3;0.0;58.6
AGMDAR;201806191040;19.7;994;22.7;29.8;0.0;58.5
AGMDAR;201806191050;19.7;997;22.8;29.8;0.0;58.3
AGMDAR;201806191100;19.8;1000;23.2;30.8;0.0;57.2
AGMDAR;201806191110;19.8;1000;23.3;31.1;0.0;56.8
AGMDAR;201806191120;19.9;1003;23.5;31.1;0.0;55.9
AGMDAR;201806191130;19.9;1002;23.6;31.1;0.0;55.3
AGMDAR;201806191140;20.0;999;23.8;32.2;0.0;54.8
AGMDAR;201806191150;20.0;997;23.9;31.7;0.0;53.6
AGMDAR;201806191200;20.1;993;24.1;31.8;0.0;55.2
AGMDAR;201806191210;20.1;989;24.2;31.8;0.0;54.3
AGMDAR;201806191220;20.2;979;24.5;32.0;0.0;54.1
AGMDAR;201806191230;20.3;969;24.7;31.8;0.0;53.5
AGMDAR;201806191240;20.3;963;24.6;32.2;0.0;52.1
AGMDAR;201806191250;20.4;955;24.6;32.9;0.0;51.8
AGMDAR;201806191300;20.4;940;25.0;32.6;0.0;52.0
AGMDAR;201806191310;20.5;930;25.3;32.2;0.0;51.0
AGMDAR;201806191320;20.5;918;25.2;31.8;0.0;50.6
AGMDAR;201806191330;20.6;904;25.3;31.2;0.0;49.4
AGMDAR;201806191340;20.6;891;25.5;31.3;0.0;49.1
AGMDAR;201806191350;20.7;872;25.4;31.3;0.0;47.9
AGMDAR;201806191400;20.7;851;25.6;30.9;0.0;48.9
AGMDAR;201806191410;20.8;831;26.0;30.9;0.0;48.1
AGMDAR;201806191420;20.8;812;26.3;31.0;0.0;47.5
AGMDAR;201806191430;20.8;787;26.0;30.2;0.0;47.1
AGMDAR;201806191440;20.9;764;26.0;29.5;0.0;47.5
AGMDAR;201806191450;20.9;739;26.1;28.9;0.0;46.4
AGMDAR;201806191500;20.9;714;26.3;28.8;0.0;46.5
AGMDAR;201806191510;20.9;687;26.4;28.4;0.0;47.0
AGMDAR;201806191520;21.0;660;26.4;27.5;0.0;46.7
AGMDAR;201806191530;21.0;632;26.5;26.9;0.0;46.8
AGMDAR;201806191540;21.0;606;26.6;26.4;0.0;47.4
AGMDAR;201806191550;21.0;572;26.4;25.9;0.0;46.6
AGMDAR;201806191600;21.0;547;26.4;25.5;0.0;46.4
AGMDAR;201806191610;21.0;511;26.5;25.3;0.0;47.3
AGMDAR;201806191620;21.0;215;25.9;24.4;0.0;47.3
AGMDAR;201806191630;21.0;446;26.2;24.3;0.0;46.1
AGMDAR;201806191640;21.1;424;26.2;24.5;0.0;46.1
AGMDAR;201806191650;21.1;377;26.2;24.4;0.0;46.4
AGMDAR;201806191700;21.0;329;26.2;24.2;0.0;46.6
AGMDAR;201806191710;21.0;251;26.1;24.0;0.0;46.7
AGMDAR;201806191720;21.0;99;25.7;23.6;0.0;47.2
AGMDAR;201806191730;21.0;110;25.6;23.3;0.0;48.6
AGMDAR;201806191740;21.0;74;25.2;22.8;0.0;51.2
AGMDAR;201806191750;21.0;36;24.7;22.2;0.0;53.3
AGMDAR;201806191800;21.0;55;24.3;21.9;0.0;55.3
AGMDAR;201806191810;21.0;38;24.1;21.7;0.0;57.0
AGMDAR;201806191820;20.9;31;23.9;21.3;0.0;57.7
AGMDAR;201806191830;20.9;36;23.6;21.0;0.0;57.9
AGMDAR;201806191840;20.9;20;23.3;20.7;0.0;58.6
AGMDAR;201806191850;20.9;16;23.3;20.5;0.0;58.0
AGMDAR;201806191900;20.9;14;23.1;20.4;0.0;58.6
AGMDAR;201806191910;20.8;11;22.9;20.1;0.0;58.5
AGMDAR;201806191920;20.8;8;22.8;19.8;0.0;58.0
AGMDAR;201806191930;-;-;-;-;-;-
AGMDAR;201806191940;20.8;3;22.9;19.8;0.0;56.0
AGMDAR;201806191950;20.8;1;22.9;19.7;0.0;55.6
AGMDAR;201806192000;20.8;0;22.6;19.5;0.0;56.2
AGMDAR;201806192010;20.7;0;22.6;19.4;0.0;56.0
AGMDAR;201806192020;20.7;0;22.5;19.3;0.0;56.1
AGMDAR;201806192030;20.7;0;22.4;19.1;0.0;56.4
AGMDAR;201806192040;20.7;0;22.2;19.0;0.0;56.6
AGMDAR;201806192050;20.7;0;22.1;18.9;0.0;56.3
AGMDAR;201806192100;20.6;0;22.0;18.8;0.0;56.3
AGMDAR;201806192110;20.6;0;22.0;18.8;0.0;56.1
AGMDAR;201806192120;20.6;0;21.8;18.6;0.0;56.7
AGMDAR;201806192130;20.5;0;21.8;18.5;0.0;56.5
AGMDAR;201806192140;20.5;0;21.7;18.5;0.0;56.8
AGMDAR;201806192150;20.5;0;21.9;18.5;0.0;56.1
AGMDAR;201806192200;20.5;0;21.9;18.6;0.0;55.8
AGMDAR;201806192210;20.4;0;21.6;18.5;0.0;56.5
AGMDAR;201806192220;20.4;0;21.6;18.3;0.0;56.1
AGMDAR;201806192230;20.4;0;21.4;18.2;0.0;56.4
AGMDAR;201806192240;20.4;0;21.2;18.1;0.0;56.8
AGMDAR;201806192250;20.3;0;21.3;18.0;0.0;56.0
AGMDAR;201806192300;20.3;0;21.4;17.7;0.0;55.4
AGMDAR;201806192310;20.3;0;21.2;17.3;0.0;56.3
AGMDAR;201806192320;20.3;0;21.0;17.1;0.0;57.7
AGMDAR;201806192330;20.2;0;20.5;16.7;0.0;58.9
AGMDAR;201806192340;20.2;0;21.0;16.6;0.0;56.9
AGMDAR;201806192350;20.2;0;20.6;16.4;0.0;59.1
AGMDAR;201806200000;20.2;0;20.1;16.2;0.0;60.9
AGMDAR;201806200010;20.1;0;20.2;16.2;0.0;61.3
AGMDAR;201806200020;20.1;0;19.6;16.1;0.0;63.6
AGMDAR;201806200030;20.1;0;18.7;16.0;0.0;67.8
AGMDAR;201806200040;20.0;0;19.0;16.0;0.0;66.6
AGMDAR;201806200050;20.0;0;19.4;15.9;0.0;64.3
AGMDAR;201806200100;20.0;0;18.8;16.0;0.0;67.2
AGMDAR;201806200110;20.0;0;18.2;15.8;0.0;69.9
AGMDAR;201806200120;19.9;0;18.4;15.7;0.0;69.0
AGMDAR;201806200130;19.9;0;18.6;15.7;0.0;68.2
AGMDAR;201806200140;19.9;0;19.6;15.7;0.0;65.3
AGMDAR;201806200150;19.8;0;19.6;15.6;0.0;66.5
AGMDAR;201806200200;19.8;0;19.2;15.7;0.0;67.9
AGMDAR;201806200210;19.8;0;18.6;15.8;0.0;67.7
AGMDAR;201806200220;19.8;0;19.6;15.7;0.0;64.8
AGMDAR;201806200230;19.7;0;18.7;15.6;0.0;68.2
AGMDAR;201806200240;19.7;0;19.0;15.5;0.0;67.4
AGMDAR;201806200250;19.7;0;19.0;15.4;0.0;68.6
AGMDAR;201806200300;19.7;0;18.6;15.5;0.0;67.6
AGMDAR;201806200310;19.6;0;18.5;15.5;0.0;67.2
AGMDAR;201806200320;19.6;0;18.7;15.2;0.0;67.1
AGMDAR;201806200330;19.6;1;18.1;15.1;0.0;71.5
AGMDAR;201806200340;19.6;3;17.8;15.1;0.0;73.7
AGMDAR;201806200350;19.5;6;18.0;15.2;0.0;74.3
AGMDAR;201806200400;19.5;16;17.8;15.5;0.0;75.8
AGMDAR;201806200410;19.5;34;18.2;16.0;0.0;74.6
AGMDAR;201806200420;19.5;53;18.0;16.6;0.0;74.3
AGMDAR;201806200430;19.5;77;18.1;17.1;0.0;70.5
AGMDAR;201806200440;19.5;100;18.8;17.7;0.0;68.6
AGMDAR;201806200450;19.4;125;18.9;18.5;0.0;73.7
AGMDAR;201806200500;19.4;152;19.5;19.3;0.0;74.8
AGMDAR;201806200510;19.4;181;20.7;20.2;0.0;73.1
AGMDAR;201806200520;19.4;211;21.4;21.6;0.0;69.1
AGMDAR;201806200530;19.4;242;20.9;22.6;0.0;71.7
AGMDAR;201806200540;19.4;274;20.8;23.2;0.0;71.2
AGMDAR;201806200550;19.4;306;21.5;23.6;0.0;65.8
AGMDAR;201806200600;19.4;338;21.2;23.8;0.0;67.3
AGMDAR;201806200610;19.4;370;21.3;24.5;0.0;67.6
AGMDAR;201806200620;19.4;401;21.5;24.7;0.0;65.6
AGMDAR;201806200630;-;-;-;-;-;-
AGMDAR;201806200640;19.4;464;21.5;26.2;0.0;64.3
AGMDAR;201806200650;19.4;496;21.8;26.6;0.0;65.7
AGMDAR;201806200700;19.4;527;21.9;27.0;0.0;64.8
AGMDAR;201806200710;19.5;557;21.9;27.2;0.0;63.2
AGMDAR;201806200720;19.5;585;22.6;27.4;0.0;62.8
AGMDAR;201806200730;19.5;614;22.7;27.8;0.0;61.7
AGMDAR;201806200740;19.5;642;22.7;28.6;0.0;61.9
AGMDAR;201806200750;19.6;670;22.6;28.3;0.0;61.5
AGMDAR;201806200800;19.6;698;22.9;29.2;0.0;61.0
AGMDAR;201806200810;19.6;725;22.9;30.0;0.0;60.1
AGMDAR;201806200820;19.7;749;22.6;30.1;0.0;60.1
AGMDAR;201806200830;19.7;774;22.9;30.6;0.0;60.4
AGMDAR;201806200840;19.7;797;23.3;30.9;0.0;61.6
AGMDAR;201806200850;19.8;819;23.1;30.9;0.0;60.9
AGMDAR;201806200900;19.8;839;23.5;31.0;0.0;61.0
AGMDAR;201806200910;19.9;859;23.7;31.2;0.0;58.5
AGMDAR;201806200920;19.9;879;23.8;31.3;0.0;59.3
AGMDAR;201806200930;20.0;896;23.9;31.6;0.0;60.7
AGMDAR;201806200940;20.0;912;24.2;32.1;0.0;59.3
AGMDAR;201806200950;20.1;925;24.3;32.3;0.0;59.3
AGMDAR;201806201000;20.2;937;24.5;32.9;0.0;58.8
AGMDAR;201806201010;20.2;949;24.5;32.6;0.0;56.8
AGMDAR;201806201020;20.3;961;24.9;33.6;0.0;57.9
AGMDAR;201806201030;20.3;970;25.2;34.5;0.0;58.5
AGMDAR;201806201040;20.4;975;25.3;35.0;0.0;56.7
AGMDAR;201806201050;20.5;982;25.4;33.9;0.0;56.4
AGMDAR;201806201100;20.5;986;25.5;34.4;0.0;55.7
AGMDAR;201806201110;20.6;987;25.8;34.8;0.0;53.8
AGMDAR;201806201120;20.7;993;26.4;35.6;0.0;53.4
AGMDAR;201806201130;20.7;996;26.2;36.1;0.0;53.6
AGMDAR;201806201140;20.8;997;26.5;36.0;0.0;53.7
AGMDAR;201806201150;20.9;993;26.5;35.9;0.0;51.6
AGMDAR;201806201200;20.9;990;26.8;36.4;0.0;51.0
AGMDAR;201806201210;21.0;984;27.1;36.9;0.0;49.0
AGMDAR;201806201220;21.1;976;27.2;36.9;0.0;49.8
AGMDAR;201806201230;21.1;969;27.0;36.5;0.0;50.4
AGMDAR;201806201240;21.2;957;27.5;37.0;0.0;51.4
AGMDAR;201806201250;21.3;949;27.4;36.8;0.0;50.4
AGMDAR;201806201300;21.4;937;27.8;36.7;0.0;49.7
AGMDAR;201806201310;21.4;927;28.1;37.0;0.0;50.7
AGMDAR;201806201320;21.5;913;28.4;36.2;0.0;50.4
AGMDAR;201806201330;21.5;894;28.6;35.3;0.0;50.1
AGMDAR;201806201340;21.6;873;28.7;34.6;0.0;50.0
AGMDAR;201806201350;21.7;853;28.7;34.1;0.0;48.3
AGMDAR;201806201400;21.7;833;28.8;33.3;0.0;46.6
AGMDAR;201806201410;21.8;814;29.1;33.1;0.0;45.7
AGMDAR;201806201420;21.8;793;29.1;32.7;0.0;46.4
AGMDAR;201806201430;21.9;769;29.0;32.1;0.0;46.0
AGMDAR;201806201440;21.9;744;29.1;31.4;0.0;45.9
AGMDAR;201806201450;22.0;721;29.4;31.1;0.0;46.9
AGMDAR;201806201500;22.0;694;29.4;30.7;0.0;46.9
AGMDAR;201806201510;22.1;670;29.3;30.1;0.0;47.2
AGMDAR;201806201520;22.1;646;29.1;29.7;0.0;48.6
AGMDAR;201806201530;22.1;620;29.1;29.3;0.0;47.9
AGMDAR;201806201540;22.2;593;29.1;28.7;0.0;48.2
AGMDAR;201806201550;22.2;561;29.0;28.0;0.0;47.3
AGMDAR;201806201600;22.2;533;28.9;27.3;0.0;48.1
AGMDAR;201806201610;22.2;500;29.2;27.1;0.0;47.1
AGMDAR;201806201620;22.3;470;29.3;26.8;0.0;47.2
AGMDAR;201806201630;22.3;446;29.0;26.4;0.0;48.0
AGMDAR;201806201640;22.3;382;28.9;26.0;0.0;48.6
AGMDAR;201806201650;22.3;342;28.9;25.8;0.0;49.1
AGMDAR;201806201700;22.3;353;28.7;25.5;0.0;50.0
AGMDAR;201806201710;22.3;96;28.1;25.2;0.0;52.6
AGMDAR;201806201720;22.3;140;27.3;24.4;0.0;55.9
AGMDAR;201806201730;22.3;195;28.1;24.3;0.0;53.0
AGMDAR;201806201740;22.3;149;28.0;24.2;0.0;52.6
AGMDAR;201806201750;22.3;149;27.6;24.1;0.0;53.8
AGMDAR;201806201800;22.3;164;27.4;23.9;0.0;53.9
AGMDAR;201806201810;22.3;149;27.2;23.6;0.0;55.8
AGMDAR;201806201820;22.3;113;26.8;23.4;0.0;60.0
AGMDAR;201806201830;22.2;57;26.1;23.2;0.0;62.7
AGMDAR;201806201840;22.2;24;25.4;22.7;0.0;61.2
AGMDAR;201806201850;22.2;21;24.3;22.1;0.0;64.7
AGMDAR;201806201900;22.2;18;24.1;21.7;0.0;64.8
AGMDAR;201806201910;22.2;15;23.8;21.4;0.0;63.4
AGMDAR;201806201920;22.1;9;24.1;21.1;0.0;61.3
AGMDAR;201806201930;-;-;-;-;-;-
AGMDAR;201806201940;22.1;3;23.3;20.5;0.0;61.6
AGMDAR;201806201950;22.1;1;22.9;20.3;0.0;65.1
AGMDAR;201806202000;22.0;0;22.6;20.1;0.0;65.1
AGMDAR;201806202010;22.0;0;22.4;19.9;0.0;64.3
AGMDAR;201806202020;22.0;0;22.5;19.7;0.0;64.7
AGMDAR;201806202030;22.0;0;22.2;19.6;0.0;67.4
AGMDAR;201806202040;21.9;0;22.6;19.5;0.0;65.2
AGMDAR;201806202050;21.9;0;22.5;19.4;0.0;64.7
AGMDAR;201806202100;21.9;0;22.5;19.2;0.0;64.6
AGMDAR;201806202110;21.8;0;22.1;19.1;0.0;64.9
AGMDAR;201806202120;21.8;0;22.9;18.9;0.0;59.4
AGMDAR;201806202130;21.8;0;22.9;18.7;0.0;57.4
AGMDAR;201806202140;21.7;0;21.4;18.6;0.0;67.2
AGMDAR;201806202150;21.7;0;21.2;18.6;0.0;67.3
AGMDAR;201806202200;21.7;0;21.4;18.9;0.0;68.6
AGMDAR;201806202210;21.6;0;21.4;19.0;0.0;66.9
AGMDAR;201806202220;21.6;0;22.2;19.0;0.0;62.1
AGMDAR;201806202230;21.5;0;21.8;18.9;0.0;65.7
AGMDAR;201806202240;21.5;0;21.3;18.6;0.0;67.7
AGMDAR;201806202250;21.5;0;21.1;18.4;0.0;66.9
AGMDAR;201806202300;21.4;0;20.9;18.2;0.0;67.4
AGMDAR;201806202310;21.4;0;20.5;18.0;0.0;69.5
AGMDAR;201806202320;21.4;0;20.7;17.8;0.0;68.7
AGMDAR;201806202330;21.3;0;20.8;17.7;0.0;68.0
AGMDAR;201806202340;21.3;0;21.0;17.7;0.0;66.7
AGMDAR;201806202350;21.3;0;20.3;17.6;0.0;70.4
AGMDAR;201806210000;21.2;0;19.9;17.6;0.0;71.8
AGMDAR;201806210010;21.2;0;19.5;17.5;0.0;73.8
AGMDAR;201806210020;21.2;0;19.7;17.4;0.0;72.6
AGMDAR;201806210030;21.1;0;19.8;17.4;0.0;71.3
AGMDAR;201806210040;21.1;0;20.6;17.5;0.0;67.7
AGMDAR;201806210050;21.1;0;21.1;17.5;0.0;65.6
AGMDAR;201806210100;21.0;0;20.5;17.5;0.0;68.9
