 

stn;time;xchills0;rco150z0;uor200s0;sre000z0;fu3010z0
GVE;201806082030;17.9;0;87.3;0;6.8
GVE;201806082040;18.1;0;88.1;0;6.5
GVE;201806082050;18.0;0;88.7;0;5.4
GVE;201806082100;17.8;0;90.7;0;3.2
GVE;201806082110;17.6;0;89.9;0;4.7
GVE;201806082120;17.4;0;91.0;0;4.3
GVE;201806082130;17.5;0;90.3;0;6.1
GVE;201806082140;17.0;0;93.8;0;4.3
GVE;201806082150;17.2;0;92.2;0;2.9
GVE;201806082200;16.4;0;96.9;0;1.4
GVE;201806082210;16.7;0;95.2;0;1.8
GVE;201806082220;16.6;0;96.0;0;5.4
GVE;201806082230;16.8;0;95.3;0;6.1
GVE;201806082240;17.3;0;92.4;0;2.5
GVE;201806082250;16.9;0;95.7;0;2.2
GVE;201806082300;17.2;0;94.4;0;0.7
GVE;201806082310;17.3;0;92.8;0;2.2
GVE;201806082320;17.3;0;93.3;0;4.7
GVE;201806082330;17.2;0;93.8;0;3.6
GVE;201806082340;17.2;0;93.4;0;3.6
GVE;201806082350;17.1;0;94.5;0;2.5
GVE;201806090000;17.0;0;95.7;0;2.9
GVE;201806090010;17.1;0;94.3;0;5.4
GVE;201806090020;17.2;0;93.3;0;5.0
GVE;201806090030;17.2;0;93.9;0;4.3
GVE;201806090040;17.0;0;95.0;0;4.7
GVE;201806090050;16.8;0;95.7;0;5.0
GVE;201806090100;16.6;0;95.3;0;4.3
GVE;201806090110;16.2;0;97.3;0;4.3
GVE;201806090120;16.3;0;96.4;0;4.3
GVE;201806090130;15.6;0;99.1;0;4.3
GVE;201806090140;16.0;0;95.5;0;5.8
GVE;201806090150;16.4;0;94.6;0;3.2
GVE;201806090200;15.8;0;97.2;0;3.2
GVE;201806090210;15.8;0;97.2;0;4.0
GVE;201806090220;16.0;0;95.9;0;3.6
GVE;201806090230;15.6;0;97.6;0;2.2
GVE;201806090240;15.7;0;97.3;0;0.7
GVE;201806090250;15.3;0;99.0;0;0.4
GVE;201806090300;15.5;0;97.3;0;3.2
GVE;201806090310;15.4;0;97.0;0;4.0
GVE;201806090320;15.4;0;97.9;0;1.4
GVE;201806090330;15.4;0;98.1;0;2.5
GVE;201806090340;15.5;0;98.1;0;3.2
GVE;201806090350;15.4;0;98.2;0;2.2
GVE;201806090400;15.6;0;97.5;0;1.1
GVE;201806090410;15.7;0;95.2;0;2.2
GVE;201806090420;15.5;0;94.9;0;4.0
GVE;201806090430;15.7;0;94.3;0;4.0
GVE;201806090440;16.1;0;93.0;0;4.3
GVE;201806090450;16.1;0;93.1;0;5.0
GVE;201806090500;16.1;0;94.6;0;4.3
GVE;201806090510;16.2;0;94.0;0;4.3
GVE;201806090520;16.6;0;91.7;0;4.0
GVE;201806090530;16.9;0;92.3;0;4.3
GVE;201806090540;17.0;0;91.6;0;3.2
GVE;201806090550;17.1;0;86.0;0;3.6
GVE;201806090600;17.2;0;86.3;0;3.2
GVE;201806090610;17.7;0;87.5;0;1.4
GVE;201806090620;17.6;0;86.2;0;2.9
GVE;201806090630;17.8;0;84.5;0;2.2
GVE;201806090640;18.4;0;83.1;0;2.2
GVE;201806090650;17.9;0;84.8;0;1.8
GVE;201806090700;18.6;0;81.4;3;4.0
GVE;201806090710;19.2;0;79.8;9;4.0
GVE;201806090720;19.0;0;80.9;10;6.5
GVE;201806090730;20.0;0;75.5;10;6.1
GVE;201806090740;19.9;0;79.2;10;6.1
GVE;201806090750;20.5;0;74.9;9;6.8
GVE;201806090800;20.3;0;76.2;7;2.5
GVE;201806090810;20.4;0;75.2;5;5.8
GVE;201806090820;20.5;0;76.3;10;4.0
GVE;201806090830;20.4;0;74.6;10;6.8
GVE;201806090840;20.9;0;75.7;10;2.9
GVE;201806090850;21.4;0;73.6;10;3.2
GVE;201806090900;21.8;0;68.5;7;4.7
GVE;201806090910;22.1;0;69.1;10;4.0
GVE;201806090920;22.4;0;70.8;10;4.7
GVE;201806090930;22.4;0;70.4;10;6.1
GVE;201806090940;22.2;0;69.7;10;6.8
GVE;201806090950;22.8;0;68.7;10;6.8
GVE;201806091000;22.2;0;69.2;10;6.5
GVE;201806091010;23.1;0;67.0;10;5.8
GVE;201806091020;23.4;0;69.1;10;6.5
GVE;201806091030;23.7;0;67.7;10;10.1
GVE;201806091040;24.3;0;65.4;10;9.7
GVE;201806091050;23.9;0;63.8;10;7.9
GVE;201806091100;23.1;0;64.2;10;7.9
GVE;201806091110;23.7;0;61.9;10;9.4
GVE;201806091120;23.9;0;58.6;10;10.8
GVE;201806091130;24.0;0;61.5;10;9.0
GVE;201806091140;24.6;0;57.0;10;7.9
GVE;201806091150;24.2;0;57.0;10;5.8
GVE;201806091200;24.8;0;55.5;10;7.2
GVE;201806091210;24.9;0;54.4;10;9.4
GVE;201806091220;25.0;0;55.8;10;11.2
GVE;201806091230;25.0;0;49.9;10;9.4
GVE;201806091240;25.2;0;49.3;10;10.8
GVE;201806091250;25.4;0;45.8;10;11.2
GVE;201806091300;25.0;0;45.6;10;10.1
GVE;201806091310;25.5;0;44.8;10;10.8
GVE;201806091320;25.8;0;46.4;10;7.9
GVE;201806091330;25.9;0;46.6;10;9.4
GVE;201806091340;25.1;0;47.8;7;7.9
GVE;201806091350;25.7;0;47.9;10;6.1
GVE;201806091400;25.9;0;44.3;10;6.5
GVE;201806091410;26.1;0;43.6;10;7.2
GVE;201806091420;25.6;0;44.9;10;5.8
GVE;201806091430;26.3;0;45.3;10;7.2
GVE;201806091440;25.9;0;46.0;10;7.2
GVE;201806091450;25.8;0;47.8;6;7.6
GVE;201806091500;25.6;0;48.2;4;4.7
GVE;201806091510;25.5;0;48.3;0;3.2
GVE;201806091520;24.9;0;52.3;0;3.6
GVE;201806091530;25.0;0;49.8;0;2.5
GVE;201806091540;25.3;0;48.8;0;5.0
GVE;201806091550;25.0;0;50.4;0;4.3
GVE;201806091600;24.9;0;53.4;0;5.8
GVE;201806091610;25.1;0;55.0;0;5.4
GVE;201806091620;25.4;0;54.0;1;7.9
GVE;201806091630;25.6;0;55.9;3;9.0
GVE;201806091640;26.1;0;53.6;8;9.4
GVE;201806091650;26.2;0;54.0;4;8.3
GVE;201806091700;26.0;0;50.2;5;7.6
GVE;201806091710;26.0;0;52.5;10;9.7
GVE;201806091720;26.2;0;52.4;10;11.9
GVE;201806091730;24.9;0;58.1;2;9.0
GVE;201806091740;24.6;0;60.2;2;8.6
GVE;201806091750;24.8;0;59.0;4;7.9
GVE;201806091800;25.1;0;56.4;5;7.6
GVE;201806091810;24.8;0;58.2;1;8.3
GVE;201806091820;25.3;0;55.6;4;6.5
GVE;201806091830;23.8;0;57.5;0;6.1
GVE;201806091840;23.3;0;61.6;0;10.8
GVE;201806091850;23.2;0;62.3;0;11.5
GVE;201806091900;23.1;0;62.6;0;6.5
GVE;201806091910;22.9;0;64.1;0;3.2
GVE;201806091920;22.8;0;64.6;0;6.8
GVE;201806091930;22.3;0;67.3;0;6.1
GVE;201806091940;22.3;0;66.8;0;5.8
GVE;201806091950;22.0;0;67.5;0;5.0
GVE;201806092000;21.5;0;69.4;0;4.0
GVE;201806092010;21.8;0;67.3;0;2.5
GVE;201806092020;21.4;0;71.2;0;3.2
GVE;201806092030;20.4;0;76.8;0;5.0
GVE;201806092040;20.4;0;77.2;0;4.7
GVE;201806092050;19.8;0;79.6;0;5.0
GVE;201806092100;19.9;0;78.7;0;2.5
GVE;201806092110;19.8;0;79.6;0;3.2
GVE;201806092120;19.7;0;80.5;0;2.5
GVE;201806092130;19.4;0;82.4;0;0.4
GVE;201806092140;19.5;0;82.2;0;1.8
GVE;201806092150;19.2;0;83.0;0;2.2
GVE;201806092200;18.8;0;85.4;0;3.6
GVE;201806092210;18.9;0;84.9;0;2.2
GVE;201806092220;18.1;0;88.6;0;1.8
GVE;201806092230;18.1;0;89.2;0;2.5
GVE;201806092240;18.3;0;88.3;0;1.1
GVE;201806092250;17.8;0;90.9;0;2.5
GVE;201806092300;17.8;0;91.0;0;4.0
GVE;201806092310;17.7;0;90.4;0;2.9
GVE;201806092320;18.0;0;89.9;0;3.2
GVE;201806092330;17.7;0;91.1;0;5.8
GVE;201806092340;17.4;0;92.5;0;2.9
GVE;201806092350;17.3;0;92.9;0;1.4
GVE;201806100000;17.2;0;91.4;0;3.2
GVE;201806100010;16.9;0;94.1;0;5.0
GVE;201806100020;17.3;0;93.1;0;5.4
GVE;201806100030;17.2;0;93.6;0;2.2
GVE;201806100040;16.9;0;94.9;0;1.4
GVE;201806100050;17.3;0;93.0;0;2.2
GVE;201806100100;17.0;0;91.4;0;4.0
GVE;201806100110;17.0;0;93.3;0;2.5
GVE;201806100120;16.5;0;94.0;0;2.5
GVE;201806100130;16.8;0;92.2;0;2.2
GVE;201806100140;16.2;0;92.7;0;4.3
GVE;201806100150;16.1;0;94.2;0;6.1
GVE;201806100200;16.2;0;94.6;0;4.0
GVE;201806100210;16.2;0;94.8;0;3.6
GVE;201806100220;15.9;0;95.3;0;2.5
GVE;201806100230;16.2;0;94.8;0;2.5
GVE;201806100240;16.0;0;95.2;0;2.5
GVE;201806100250;16.2;0;92.5;0;4.3
GVE;201806100300;15.6;0;95.2;0;4.7
GVE;201806100310;15.6;0;94.6;0;2.2
GVE;201806100320;15.9;0;92.9;0;2.2
GVE;201806100330;15.5;0;94.2;0;5.0
GVE;201806100340;16.2;0;90.1;0;4.0
GVE;201806100350;15.0;0;97.2;0;2.5
GVE;201806100400;15.6;0;94.1;0;3.2
GVE;201806100410;15.7;0;90.4;0;1.8
GVE;201806100420;15.1;0;96.5;1;0.7
GVE;201806100430;15.8;0;94.1;8;1.1
GVE;201806100440;16.0;0;92.6;10;1.4
GVE;201806100450;16.5;0;90.7;10;1.4
GVE;201806100500;17.3;0;90.8;10;1.4
GVE;201806100510;17.8;0;85.6;7;3.2
GVE;201806100520;18.6;0;84.3;4;3.2
GVE;201806100530;19.0;0;83.7;6;4.3
GVE;201806100540;18.9;0;86.5;0;6.8
GVE;201806100550;19.0;0;86.1;0;4.0
GVE;201806100600;19.1;0;85.2;0;3.2
GVE;201806100610;19.3;0;83.3;6;3.2
GVE;201806100620;19.6;0;81.9;10;4.3
GVE;201806100630;20.2;0;78.0;10;6.1
GVE;201806100640;20.3;0;78.6;3;6.1
GVE;201806100650;20.9;0;77.7;2;9.0
GVE;201806100700;20.5;0;77.6;1;8.3
GVE;201806100710;21.0;0;76.1;10;10.4
GVE;201806100720;21.1;0;76.7;6;10.1
GVE;201806100730;21.7;0;75.3;10;8.6
GVE;201806100740;22.0;0;72.4;8;6.8
GVE;201806100750;22.9;0;70.7;8;14.4
GVE;201806100800;22.2;0;72.2;3;14.0
GVE;201806100810;22.2;0;71.1;2;13.7
GVE;201806100820;22.1;0;71.2;0;9.7
GVE;201806100830;22.5;0;69.8;2;10.1
GVE;201806100840;22.9;0;69.5;1;5.8
GVE;201806100850;23.2;0;65.6;2;6.5
GVE;201806100900;22.7;0;70.3;1;7.2
GVE;201806100910;22.8;0;66.2;1;5.4
GVE;201806100920;23.2;0;65.0;0;6.5
GVE;201806100930;23.2;0;69.0;0;5.8
GVE;201806100940;22.7;0;70.3;0;4.3
GVE;201806100950;22.7;0;69.0;0;3.2
GVE;201806101000;22.7;0;71.4;0;5.4
GVE;201806101010;23.3;0;67.9;3;4.7
GVE;201806101020;24.1;0;64.6;5;5.4
GVE;201806101030;23.7;0;65.4;9;6.1
GVE;201806101040;24.8;0;63.7;10;6.5
GVE;201806101050;24.8;0;65.4;10;5.8
GVE;201806101100;25.8;0;55.5;10;5.0
GVE;201806101110;26.3;0;51.2;10;6.8
GVE;201806101120;26.5;0;53.8;10;11.2
GVE;201806101130;25.4;0;50.9;5;13.3
GVE;201806101140;26.1;0;47.8;7;18.0
GVE;201806101150;26.6;0;45.9;10;16.9
GVE;201806101200;26.0;0;48.6;10;15.8
GVE;201806101210;27.1;0;42.5;10;17.6
GVE;201806101220;27.1;0;45.2;10;16.2
GVE;201806101230;27.4;0;48.6;10;14.8
GVE;201806101240;27.3;0;42.8;5;16.6
GVE;201806101250;27.0;0;43.7;2;14.4
GVE;201806101300;27.1;0;43.2;0;16.6
GVE;201806101310;26.6;0;43.7;0;17.3
GVE;201806101320;26.9;0;44.2;0;15.1
GVE;201806101330;26.8;0;43.0;0;16.2
GVE;201806101340;26.4;0;45.1;0;15.1
GVE;201806101350;26.7;0;46.2;0;13.3
GVE;201806101400;27.1;0;45.2;0;15.1
GVE;201806101410;26.9;0;46.2;0;14.4
GVE;201806101420;26.5;0;44.3;0;14.0
GVE;201806101430;26.9;0;43.8;4;14.8
GVE;201806101440;27.3;0;41.5;3;15.8
GVE;201806101450;28.1;0;42.5;10;11.2
GVE;201806101500;27.8;0;42.4;10;15.5
GVE;201806101510;28.1;0;40.9;10;13.3
GVE;201806101520;28.2;0;42.4;10;12.6
GVE;201806101530;28.0;0;42.3;10;13.7
GVE;201806101540;27.8;0;41.8;10;13.3
GVE;201806101550;27.9;0;42.9;10;13.0
GVE;201806101600;28.2;0;43.1;10;9.7
GVE;201806101610;27.9;0;40.9;10;10.8
GVE;201806101620;28.1;0;42.2;10;14.4
GVE;201806101630;27.9;0;40.4;10;14.8
GVE;201806101640;27.7;0;42.5;10;14.4
GVE;201806101650;27.4;0;46.2;10;10.1
GVE;201806101700;27.5;0;44.9;10;11.5
GVE;201806101710;27.4;0;46.3;10;9.4
GVE;201806101720;27.2;0;47.8;10;9.7
GVE;201806101730;27.5;0;44.9;10;9.0
GVE;201806101740;26.8;0;46.3;8;10.8
GVE;201806101750;26.9;0;47.5;8;8.3
GVE;201806101800;27.2;0;47.9;7;7.6
GVE;201806101810;26.8;0;48.5;1;5.8
GVE;201806101820;26.5;0;51.3;0;9.7
GVE;201806101830;25.5;0;54.3;0;9.7
GVE;201806101840;25.8;0;52.9;0;8.3
GVE;201806101850;25.4;0;54.3;0;8.3
GVE;201806101900;24.4;0;57.7;0;7.2
GVE;201806101910;23.6;0;61.5;0;6.8
GVE;201806101920;24.6;0;56.5;0;7.6
GVE;201806101930;24.7;0;55.4;0;8.6
GVE;201806101940;25.0;0;53.4;0;12.6
GVE;201806101950;25.4;0;51.7;0;15.8
GVE;201806102000;24.9;0;54.8;0;14.4
GVE;201806102010;24.8;0;54.2;0;11.5
GVE;201806102020;25.3;0;48.4;0;12.2
GVE;201806102030;25.3;0;47.9;0;11.5
GVE;201806102040;24.1;0;56.5;0;8.3
GVE;201806102050;24.3;0;53.8;0;7.9
GVE;201806102100;23.9;0;54.6;0;7.6
GVE;201806102110;23.0;0;64.4;0;3.2
GVE;201806102120;22.6;0;67.2;0;4.7
GVE;201806102130;22.4;0;69.8;0;3.6
GVE;201806102140;22.8;0;65.8;0;1.4
GVE;201806102150;22.3;0;68.8;0;2.5
GVE;201806102200;22.0;0;67.1;0;4.3
GVE;201806102210;21.8;0;67.9;0;6.1
GVE;201806102220;22.5;0;60.5;0;7.9
GVE;201806102230;22.1;0;63.0;0;10.1
GVE;201806102240;22.4;0;59.4;0;10.8
GVE;201806102250;21.3;0;64.9;0;7.6
GVE;201806102300;21.6;0;61.4;0;5.4
GVE;201806102310;21.3;0;63.3;0;4.7
GVE;201806102320;20.8;0;66.2;0;5.4
GVE;201806102330;21.5;0;64.5;0;8.6
GVE;201806102340;22.0;0;60.0;0;9.4
GVE;201806102350;22.6;0;56.5;0;6.8
GVE;201806110000;22.5;0;56.8;0;8.6
GVE;201806110010;22.3;0;58.2;0;13.0
GVE;201806110020;22.3;0;57.8;0;16.6
GVE;201806110030;22.5;1;57.3;0;23.4
GVE;201806110040;21.3;10;66.4;0;14.0
GVE;201806110050;20.5;4;77.9;0;10.4
GVE;201806110100;20.4;0;77.2;0;9.4
GVE;201806110110;19.8;0;78.1;0;6.8
GVE;201806110120;20.3;0;71.4;0;6.1
GVE;201806110130;19.1;0;82.5;0;3.6
GVE;201806110140;19.1;0;81.6;0;4.7
GVE;201806110150;19.2;0;78.1;0;3.2
GVE;201806110200;18.4;0;84.8;0;4.0
GVE;201806110210;19.0;0;81.1;0;2.2
GVE;201806110220;19.1;0;80.4;0;3.6
GVE;201806110230;18.6;0;82.7;0;2.2
GVE;201806110240;18.3;0;85.1;0;1.8
GVE;201806110250;17.9;0;87.7;0;1.8
GVE;201806110300;18.1;0;87.1;0;2.9
GVE;201806110310;18.1;0;86.1;0;2.2
GVE;201806110320;18.0;0;86.2;0;3.2
GVE;201806110330;18.0;0;86.8;0;5.4
GVE;201806110340;18.1;0;85.9;0;3.2
GVE;201806110350;17.8;0;86.9;0;3.2
GVE;201806110400;17.7;0;86.7;0;6.5
GVE;201806110410;18.1;0;83.7;0;5.0
GVE;201806110420;18.6;0;81.5;0;4.0
GVE;201806110430;18.8;0;81.7;0;4.0
GVE;201806110440;18.6;0;83.7;0;5.4
GVE;201806110450;18.2;0;86.7;0;3.6
GVE;201806110500;18.7;0;81.9;0;2.2
GVE;201806110510;18.7;0;83.3;0;3.2
GVE;201806110520;19.0;0;82.1;0;5.0
GVE;201806110530;19.2;0;81.3;0;7.2
GVE;201806110540;19.2;0;80.6;0;6.8
GVE;201806110550;20.6;0;73.9;0;3.2
GVE;201806110600;19.6;0;80.3;0;6.8
GVE;201806110610;19.7;0;78.5;0;3.2
GVE;201806110620;19.9;0;79.9;0;1.4
GVE;201806110630;20.2;0;75.3;0;1.8
GVE;201806110640;20.4;0;75.4;0;5.0
GVE;201806110650;20.3;0;76.8;0;6.8
GVE;201806110700;20.1;8;79.2;0;6.8
GVE;201806110710;20.6;4;76.3;0;7.2
GVE;201806110720;20.3;0;76.6;0;10.4
GVE;201806110730;20.3;0;76.9;0;11.9
GVE;201806110740;20.3;0;75.2;0;17.3
GVE;201806110750;20.2;0;73.9;0;26.3
GVE;201806110800;20.1;1;72.8;0;28.4
GVE;201806110810;19.7;9;77.9;0;27.0
GVE;201806110820;19.3;10;81.7;0;26.3
GVE;201806110830;18.6;10;85.7;0;25.9
GVE;201806110840;18.0;10;90.6;0;24.5
GVE;201806110850;17.7;10;89.6;0;22.3
GVE;201806110900;17.4;10;93.2;0;20.9
GVE;201806110910;17.3;10;93.2;0;22.3
GVE;201806110920;17.1;10;94.3;0;18.0
GVE;201806110930;17.2;10;94.0;0;14.8
GVE;201806110940;17.1;10;93.8;0;14.4
GVE;201806110950;17.1;10;93.1;0;11.5
GVE;201806111000;17.3;10;91.4;0;11.5
GVE;201806111010;17.2;10;91.7;0;9.4
GVE;201806111020;16.9;10;94.4;0;3.6
GVE;201806111030;17.0;10;92.4;0;2.2
GVE;201806111040;17.1;5;93.0;0;1.4
GVE;201806111050;17.3;0;92.8;0;5.4
GVE;201806111100;17.8;0;91.6;2;4.7
GVE;201806111110;18.2;0;91.2;8;6.5
GVE;201806111120;19.3;0;87.3;10;7.2
GVE;201806111130;19.6;0;86.8;10;5.8
GVE;201806111140;19.3;0;80.6;10;8.3
GVE;201806111150;20.2;0;79.2;10;7.2
GVE;201806111200;20.3;0;76.5;10;7.6
GVE;201806111210;21.0;0;74.9;10;7.2
GVE;201806111220;20.5;0;75.1;10;6.1
GVE;201806111230;20.9;0;74.5;10;5.0
GVE;201806111240;21.4;0;70.8;10;5.0
GVE;201806111250;21.6;0;69.4;10;2.9
GVE;201806111300;22.1;0;66.0;10;6.1
GVE;201806111310;21.8;0;65.8;10;7.6
GVE;201806111320;22.1;0;68.7;10;9.7
GVE;201806111330;22.5;0;65.8;10;12.2
GVE;201806111340;22.1;0;63.0;10;13.3
GVE;201806111350;21.8;0;63.5;10;12.6
GVE;201806111400;22.6;0;60.4;10;10.1
GVE;201806111410;22.6;0;58.7;10;12.6
GVE;201806111420;22.6;0;66.2;10;14.0
GVE;201806111430;23.0;0;64.1;10;13.0
GVE;201806111440;22.5;0;68.8;10;14.0
GVE;201806111450;21.8;0;73.5;7;13.3
GVE;201806111500;21.3;0;71.3;0;12.2
GVE;201806111510;21.3;0;76.1;1;10.8
GVE;201806111520;21.4;0;74.0;10;11.9
GVE;201806111530;22.3;0;70.7;10;9.0
GVE;201806111540;22.0;0;70.4;6;9.0
GVE;201806111550;22.4;0;69.4;6;7.2
GVE;201806111600;22.3;0;64.9;10;7.9
GVE;201806111610;21.8;0;63.7;1;9.0
GVE;201806111620;21.8;0;63.7;2;5.8
GVE;201806111630;22.1;0;67.0;3;8.3
GVE;201806111640;22.5;0;65.9;9;7.9
GVE;201806111650;21.6;0;66.5;5;6.8
GVE;201806111700;22.5;0;66.4;5;4.7
GVE;201806111710;22.0;0;65.7;6;3.2
GVE;201806111720;21.9;0;64.9;1;3.6
GVE;201806111730;22.3;0;61.3;3;2.5
GVE;201806111740;22.3;0;63.3;8;4.3
GVE;201806111750;21.9;0;66.2;6;6.5
GVE;201806111800;21.8;0;67.8;3;6.5
GVE;201806111810;21.3;0;68.0;0;6.5
GVE;201806111820;21.0;0;66.1;0;5.0
GVE;201806111830;20.6;0;72.4;0;4.0
GVE;201806111840;20.4;0;73.9;0;4.0
GVE;201806111850;20.4;0;72.1;0;7.9
GVE;201806111900;20.4;0;70.6;0;7.2
GVE;201806111910;20.4;0;73.2;0;4.7
GVE;201806111920;20.2;2;74.7;0;2.9
GVE;201806111930;20.1;7;75.8;0;1.8
GVE;201806111940;20.1;1;78.3;0;2.2
GVE;201806111950;19.5;4;81.2;0;11.9
GVE;201806112000;18.4;10;95.8;0;16.9
GVE;201806112010;18.2;6;94.3;0;15.5
GVE;201806112020;17.5;10;91.5;0;13.7
GVE;201806112030;16.8;10;87.1;0;6.5
GVE;201806112040;16.4;10;95.6;0;6.1
GVE;201806112050;16.2;4;97.5;0;9.0
GVE;201806112100;16.4;0;92.3;0;7.6
GVE;201806112110;16.2;8;96.1;0;9.0
GVE;201806112120;16.8;6;93.2;0;14.4
GVE;201806112130;16.6;10;97.0;0;10.1
GVE;201806112140;16.6;10;95.6;0;5.8
GVE;201806112150;16.4;10;95.5;0;4.3
GVE;201806112200;16.5;1;93.5;0;5.0
GVE;201806112210;16.4;0;93.9;0;5.0
GVE;201806112220;16.3;0;95.6;0;4.7
GVE;201806112230;16.4;0;95.8;0;9.4
GVE;201806112240;16.2;0;97.2;0;10.1
GVE;201806112250;16.3;0;96.2;0;6.8
GVE;201806112300;16.3;0;95.8;0;4.7
GVE;201806112310;16.4;0;95.6;0;3.2
GVE;201806112320;16.6;0;96.8;0;2.9
GVE;201806112330;16.7;0;95.7;0;2.9
GVE;201806112340;16.5;3;96.6;0;3.2
GVE;201806112350;16.2;0;97.7;0;2.5

stn;time;rreetsd0
GVE;20180605;0.4
GVE;20180606;-0.3
GVE;20180607;-1.7
GVE;20180608;3.3
GVE;20180609;-2.4
GVE;20180610;-2.9

