 

stn;time;tso005s0;gre000z0;tre200s0;tre005s0;rre150z0;ure000s0
AGMDAR;201806161650;20.4;303;24.0;23.9;0.0;50.0
AGMDAR;201806161700;20.4;165;23.4;23.0;0.0;52.2
AGMDAR;201806161710;20.5;135;23.0;22.6;0.0;54.5
AGMDAR;201806161720;20.5;113;22.8;22.4;0.0;54.4
AGMDAR;201806161730;20.5;101;22.6;22.0;0.0;54.7
AGMDAR;201806161740;20.5;91;22.4;21.6;0.0;55.3
AGMDAR;201806161750;20.4;92;22.3;21.2;0.0;53.8
AGMDAR;201806161800;20.4;126;22.5;21.1;0.0;53.9
AGMDAR;201806161810;20.4;167;22.8;21.0;0.0;52.4
AGMDAR;201806161820;20.4;128;22.7;20.7;0.0;52.9
AGMDAR;201806161830;20.4;55;22.1;20.3;0.0;54.8
AGMDAR;201806161840;20.4;38;21.8;20.0;0.0;54.7
AGMDAR;201806161850;20.4;28;21.5;19.6;0.0;56.0
AGMDAR;201806161900;20.4;16;21.2;19.2;0.0;56.8
AGMDAR;201806161910;20.3;9;21.2;19.1;0.0;56.4
AGMDAR;201806161920;20.3;6;21.4;19.4;0.0;53.8
AGMDAR;201806161930;-;-;-;-;-;-
AGMDAR;201806161940;20.3;2;21.3;19.1;0.0;54.5
AGMDAR;201806161950;20.3;0;21.2;18.8;0.0;54.3
AGMDAR;201806162000;20.3;0;20.6;18.5;0.0;59.0
AGMDAR;201806162010;20.2;0;21.0;18.4;0.0;55.1
AGMDAR;201806162020;20.2;0;20.9;18.6;0.0;56.4
AGMDAR;201806162030;20.2;0;20.7;18.5;0.0;57.6
AGMDAR;201806162040;20.2;0;20.5;18.2;0.0;58.6
AGMDAR;201806162050;20.1;0;20.4;17.9;0.0;60.3
AGMDAR;201806162100;20.1;0;20.3;17.8;0.0;61.9
AGMDAR;201806162110;20.1;0;20.2;17.5;0.0;61.1
AGMDAR;201806162120;20.1;0;20.0;17.2;0.0;62.0
AGMDAR;201806162130;20.0;0;20.1;17.0;0.0;60.5
AGMDAR;201806162140;20.0;0;19.4;16.9;0.0;64.9
AGMDAR;201806162150;20.0;0;19.1;16.7;0.0;66.1
AGMDAR;201806162200;19.9;0;19.1;16.6;0.0;64.8
AGMDAR;201806162210;19.9;0;18.4;16.5;0.0;68.8
AGMDAR;201806162220;19.9;0;18.8;16.7;0.0;66.4
AGMDAR;201806162230;19.9;0;18.7;17.0;0.0;69.2
AGMDAR;201806162240;19.8;0;18.7;17.2;0.0;70.2
AGMDAR;201806162250;19.8;0;18.3;17.3;0.0;72.8
AGMDAR;201806162300;19.8;0;18.9;17.2;0.0;67.4
AGMDAR;201806162310;19.7;0;19.2;17.1;0.0;66.3
AGMDAR;201806162320;19.7;0;18.8;17.0;0.0;67.8
AGMDAR;201806162330;19.7;0;18.7;17.0;0.0;68.1
AGMDAR;201806162340;19.6;0;18.6;17.0;0.0;68.3
AGMDAR;201806162350;19.6;0;18.3;16.9;0.0;70.9
AGMDAR;201806170000;19.6;0;17.9;16.9;0.0;74.4
AGMDAR;201806170010;19.6;0;17.6;16.9;0.0;76.5
AGMDAR;201806170020;19.5;0;17.6;16.9;0.0;77.0
AGMDAR;201806170030;19.5;0;17.6;17.0;0.0;76.2
AGMDAR;201806170040;19.5;0;17.8;16.9;0.0;74.7
AGMDAR;201806170050;19.5;0;18.2;16.7;0.0;71.1
AGMDAR;201806170100;19.4;0;18.3;16.5;0.0;70.8
AGMDAR;201806170110;19.4;0;18.3;16.4;0.0;69.8
AGMDAR;201806170120;19.4;0;17.7;16.3;0.0;74.2
AGMDAR;201806170130;19.4;0;17.0;16.0;0.0;77.2
AGMDAR;201806170140;19.3;0;17.2;16.1;0.0;77.3
AGMDAR;201806170150;19.3;0;17.5;16.4;0.0;75.3
AGMDAR;201806170200;19.3;0;17.6;16.6;0.0;75.6
AGMDAR;201806170210;19.3;0;17.7;16.7;0.0;76.5
AGMDAR;201806170220;19.2;0;18.0;16.7;0.0;73.1
AGMDAR;201806170230;19.2;0;17.7;16.2;0.0;74.5
AGMDAR;201806170240;19.2;0;17.5;15.9;0.0;74.3
AGMDAR;201806170250;19.2;0;16.9;15.6;0.0;77.0
AGMDAR;201806170300;19.2;0;16.7;15.5;0.0;77.4
AGMDAR;201806170310;19.1;0;16.3;15.3;0.0;80.5
AGMDAR;201806170320;19.1;0;17.3;15.6;0.0;74.7
AGMDAR;201806170330;19.1;0;17.7;16.1;0.0;74.2
AGMDAR;201806170340;19.1;1;17.6;16.4;0.0;76.1
AGMDAR;201806170350;19.1;2;17.2;16.5;0.0;77.2
AGMDAR;201806170400;19.0;3;17.7;16.6;0.0;72.5
AGMDAR;201806170410;19.0;7;18.1;16.6;0.0;69.1
AGMDAR;201806170420;19.0;11;17.9;16.6;0.0;71.1

